title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song
Girls Nite Out,Tyler Collins,6,21,1990,,tyler collins,,RCA,1990,True,False,,,True,False
Wicked Game,Chris Isaak,6,24,1990,,chris isaak,,"Half Rabbit, London Records, Reprise Records",1990,True,False,,,True,False
Ready Or Not,After 7,7,21,1990,,after 7,,Virgin,1990,True,False,,,False,True
Enjoy The Silence,Depeche Mode,8,24,1990,,depeche mode,,"Alfa, Intercord, Mute",1990,True,False,,,True,False
Everybody Everybody,Black Box,8,19,1990,,black box,,"Deconstruction, Groove Groove Melody, Polydor",1990,True,False,,,False,True
"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,8,24,1990,,go west,,,1990,True,False,,,True,False
U Can't Touch This,M.C. Hammer,8,17,1990,,m.c. hammer,,,1990,True,False,,,False,True
Around The Way Girl,LL Cool J,9,23,1990,,ll cool j,,"Columbia, Def Jam Recordings, [no label]",1990,True,False,,,False,True
Epic,Faith No More,9,21,1990,,faith no more,,"Collectables, Flashback Records, Liberation Records",1990,True,False,"rock, alternative rock, alternative","rock, alternative rock",True,False
Feels Good,Tony Toni Tone,9,25,1990,,tony toni tone,,,1990,True,False,,,False,True
Jerk Out,The Time,9,15,1990,,the time,,"Paisley Park, Reprise Records",1990,True,False,,,True,False
Just A Friend,Biz Markie,9,22,1990,,biz markie,,"Cleopatra Records, Cold Chillin’, Columbia",1990,True,False,,,True,False
Just Another Dream,Cathy Dennis,9,22,1990,,cathy dennis,,Polydor,1990,True,False,,,False,True
Knockin' Boots,Candyman,9,23,1990,,candyman,,"Epic, X-Ray",1990,True,False,,,True,False
"Whole Wide World (From ""True Love"")",A'me Lorain,9,20,1990,,a'me lorain,,,1990,True,False,,,True,False
"My, My, My",Johnny Gill,10,16,1990,,johnny gill,,,1990,True,False,,,False,True
Ooh La La (I Can't Get Over You),Perfect Gentlemen,10,16,1990,,perfect gentlemen,,,1990,True,False,,,True,False
This Old Heart Of Mine,Ronald Isley,10,16,1990,Rod Stewart With Ronald Isley,ronald isley,,Warner Bros. Records,1990,True,False,"soft rock, rock, hard rock, classic rock, album rock, adult contemporary, am pop, singer/songwriter, rock & roll, pop/rock","soft rock, rock, hard rock, classic rock",False,True
All 4 Love,Color Me Badd,1,28,1991,,color me badd,,Giant,1991,True,False,,,False,True
Cream,The N.P.G.,1,20,1991,Prince And The N.P.G.,the n.p.g.,,,1991,True,False,,,False,True
Don't Let The Sun Go Down On Me,George Michael/Elton John,1,20,1991,,george michael/elton john,,,1991,True,False,,,True,False
Good Vibrations,Marky Mark & The Funky Bunch,1,20,1991,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,marky mark & the funky bunch,,,1991,True,False,,,False,True
Good Vibrations,Loleatta Holloway,1,20,1991,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,loleatta holloway,,Interscope Records,1991,True,False,"club/dance, dance, hip hop, pop, pop rap, club, rap and hip hop, pop-rap, pop general, party rap","dance, hip hop, pop, pop rap, club",True,False
I Adore Mi Amor,Color Me Badd,1,20,1991,,color me badd,,"Giant, Reprise Records",1991,True,False,,,False,True
I Like The Way (The Kissing Game),Hi-Five,1,23,1991,,hi-five,,"Jive, RCA",1991,True,False,,,False,True
I'm Too Sexy,Right Said Fred,1,21,1991,,right said fred,,"Spinnin’ Records, Tug Records",1991,True,False,,,True,False
I've Been Thinking About You,Londonbeat,1,19,1991,,londonbeat,,"ARS Productions, Anxious Records, Coconut",1991,True,False,,,True,False
More Than Words,Extreme,1,24,1991,,extreme,,"A&M Records, Space Space Records",1991,True,False,,,False,True
Set Adrift On Memory Bliss,P.M. Dawn,1,20,1991,,p.m. dawn,,"Gee Street, Island",1991,True,False,,,False,True
To Be With You,Mr. Big,1,24,1991,,mr. big,,"Atlantic, Live Line",1991,True,False,,,True,False
Unbelievable,EMF,1,23,1991,,emf,,"EMI, EMI America, Parlophone",1991,True,False,,,True,False
Do Anything,Natural Selection,2,21,1991,,natural selection,,EastWest Records America,1991,True,False,"pop, hip hop, soul, swing, aor, r&b","pop, hip hop, soul, swing, aor, r&b",True,False
I Love Your Smile,Shanice,2,26,1991,,shanice,,Motown,1991,True,False,,,False,True
"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,2,23,1991,,color me badd,,,1991,True,False,,,False,True
It Ain't Over 'til It's Over,Lenny Kravitz,2,19,1991,,lenny kravitz,,"Virgin Records America, Inc.",1991,True,False,,,False,True
It's So Hard To Say Goodbye To Yesterday,Boyz II Men,2,22,1991,,boyz ii men,,,1991,True,False,,,False,True
P.A.S.S.I.O.N.,Rhythm Syndicate,2,17,1991,,rhythm syndicate,,,1991,True,False,,,True,False
"Right Here, Right Now",Jesus Jones,2,25,1991,,jesus jones,,"EMI, Food, SBK Records",1991,True,False,,,False,True
Diamonds And Pearls,The N.P.G.,3,21,1991,Prince And The N.P.G.,the n.p.g.,,,1991,True,False,,,False,True
Here We Go,C+C Music Factory/F. Williams,3,20,1991,,c+c music factory/f. williams,,,1991,True,False,,,True,False
Hold You Tight,Tara Kemp,3,22,1991,,tara kemp,,Giant,1991,True,False,,,False,True
Motownphilly,Boyz II Men,3,24,1991,,boyz ii men,,Motown,1991,True,False,,,False,True
Hole Hearted,Extreme,4,20,1991,,extreme,,A&M Records,1991,True,False,,,False,True
I Touch Myself,Divinyls,4,18,1991,,divinyls,,"Virgin, Virgin America",1991,True,False,,,True,False
Real Real Real,Jesus Jones,4,20,1991,,jesus jones,,Food,1991,True,False,,,False,True
Summertime,D.J. Jazzy Jeff & The Fresh Prince,4,18,1991,,d.j. jazzy jeff & the fresh prince,,,1991,True,False,,,True,False
Wind Of Change,Scorpions,4,25,1991,,scorpions,,"Mercury Records, Over Load, Phonogram",1991,True,False,,,True,False
3 A.M. Eternal,The KLF,5,19,1991,,the klf,,"Arista, Blow Up, COMA Records",1991,True,False,,,True,False
Finally,CeCe Peniston,5,33,1991,,cece peniston,,"A&M PM, A&M Records, AM:PM",1991,True,False,,,True,False
Love Of A Lifetime,Firehouse,5,22,1991,,firehouse,,Epic,1991,True,False,,,False,True
Sadeness Part 1,Enigma,5,18,1991,,enigma,,,1991,True,False,,,False,True
Something To Talk About,Bonnie Raitt,5,20,1991,,bonnie raitt,,Capitol Records,1991,True,False,"blues rock, blues-rock, blues, country rock, rock, acoustic blues, pop, country","blues rock, blues, country rock, rock, acoustic blues, pop, country",True,False
O.P.P.,Naughty By Nature,6,21,1991,,naughty by nature,,Tommy Boy,1991,True,False,,,False,True
Place In This World,Michael W. Smith,6,21,1991,,michael w. smith,,Reunion Records,1991,True,False,,,True,False
Smells Like Teen Spirit,Nirvana,6,20,1991,,nirvana,,"DGC Records, Geffen Records, [no label]",1991,True,False,,,True,False
Tell Me What You Want Me To Do,Tevin Campbell,6,25,1991,,tevin campbell,,Qwest Records,1991,True,False,,,False,True
Temptation,Corina,6,21,1991,,corina,,Cutting Records,1991,True,False,,,True,False
Crazy,Seal,7,19,1991,,seal,,"Sire Records, Warner Bros. Records, ZTT",1991,True,False,,,False,True
Piece Of My Heart,Tara Kemp,7,18,1991,,tara kemp,,Giant,1991,True,False,,,False,True
Rico Suave,Gerardo,7,18,1991,,gerardo,,,1991,True,False,dance,dance,True,False
Gypsy Woman (She's Homeless),Crystal Waters,8,16,1991,,crystal waters,,Mercury Records,1991,True,False,,,True,False
I Can't Wait Another Minute,Hi-Five,8,21,1991,,hi-five,,Jive,1991,True,False,,,False,True
I Wonder Why,Curtis Stigers,9,20,1991,,curtis stigers,,BMG Arista Records Ltd.,1991,True,False,soft rock,soft rock,True,False
Iesha,Another Bad Creation,9,23,1991,,another bad creation,,Motown,1991,True,False,,,False,True
Silent Lucidity,Queensryche,9,17,1991,,queensryche,,,1991,True,False,,,True,False
Playground,Another Bad Creation,10,17,1991,,another bad creation,,Motown,1991,True,False,"hip hop, rap, american, soul, new jack swing, r&b, rock, american rock","hip hop, soul, new jack swing, r&b, rock",False,True
The One And Only,Chesney Hawkes,10,20,1991,,chesney hawkes,,Chrysalis,1991,True,False,,,True,False
Wildside,Marky Mark & The Funky Bunch,10,20,1991,,marky mark & the funky bunch,,,1991,True,False,,,False,True
A Whole New World (Aladdin's Theme),Regina Belle,1,23,1992,Peabo Bryson & Regina Belle,regina belle,,,1992,True,False,,,True,False
Baby Got Back,Sir Mix-A-Lot,1,28,1992,,sir mix-a-lot,,,1992,True,False,,,True,False
How Do You Talk To An Angel,The Heights,1,20,1992,,the heights,,"Capitol Records, Cleopatra Records",1992,True,False,,,True,False
Jump,Kris Kross,1,21,1992,,kris kross,,"Columbia, Ruffhouse Records",1992,True,False,,,True,False
Baby-Baby-Baby,TLC,2,33,1992,,tlc,,"Arista, LaFace Records, Legacy",1992,True,False,,,False,True
If I Ever Fall In Love,Shai,2,27,1992,,shai,,"Gasoline Alley, MCA Records",1992,True,False,,,False,True
Rump Shaker,Wreckx-N-Effect,2,28,1992,,wreckx-n-effect,,,1992,True,False,,,True,False
Sometimes Love Just Ain't Enough,Patty Smyth,2,24,1992,,patty smyth,,,1992,True,False,,,True,False
Under The Bridge,Red Hot Chili Peppers,2,26,1992,,red hot chili peppers,,"Stentor, Warner Bros. Records, [no label]",1992,True,False,,,False,True
Jump Around,House Of Pain,3,30,1992,,house of pain,,"DEL Records, EastWest Records America, Fine Malt Lyrics",1992,True,False,,,True,False
Achy Breaky Heart,Billy Ray Cyrus,4,25,1992,,billy ray cyrus,,"Mercury Records, PolyGram Records, Inc., Spectrum Music",1992,True,False,,,False,True
Don't Walk Away,Jade,4,35,1992,,jade,,,1992,True,False,,,True,False
Live And Learn,Joe Public,4,21,1992,,joe public,,Columbia,1992,True,False,"pop, soul, old school soul, r&b","pop, soul, r&b",True,False
Stay,Shakespear's Sister,4,20,1992,,shakespear's sister,,,1992,True,False,,,True,False
Damn I Wish I Was Your Lover,Sophie B. Hawkins,5,21,1992,,sophie b. hawkins,,Columbia,1992,True,False,,,False,True
Just Another Day,Jon Secada,5,37,1992,,jon secada,,"EMI, SBK Records",1992,True,False,"pop, ballad","pop, ballad",False,True
Ain't 2 Proud 2 Beg,TLC,6,22,1992,,tlc,,"Arista, LaFace Records",1992,True,False,"r&b, hip hop, soul, new jack swing, pop/rock, club/dance, electronic, urban soul, rap, dance-pop","r&b, hip hop, soul, new jack swing, electronic, dance-pop",False,True
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,6,24,1992,,mint condition,,Perspective Records,1992,True,False,,,True,False
Life Is A Highway,Tom Cochrane,6,26,1992,,tom cochrane,,Capitol Records,1992,True,False,,,True,False
Move This,Ya Kid K,6,23,1992,Technotronic Featuring Ya Kid K,ya kid k,,"ARS, SBK Records",1992,True,False,,,True,False
Mr. Wendal,Arrested Development,6,24,1992,,arrested development,,"Chrysalis, EMI",1992,True,False,,,False,True
Please Don't Go,K.W.S.,6,26,1992,,k.w.s.,,,1992,True,False,,,True,False
Tennessee,Arrested Development,6,22,1992,,arrested development,,"Chrysalis, Cooltempo",1992,True,False,,,False,True
7,The New Power Generation,7,23,1992,Prince And The New Power Generation,the new power generation,,"Paisley Park, Sabotage, Warner Bros. Records",1992,True,False,,,True,False
Real Love,Mary J. Blige,7,31,1992,,mary j. blige,,"MCA Records, Uptown Records",1992,True,False,,,False,True
What About Your Friends,TLC,7,27,1992,,tlc,,"LaFace Records, Legacy",1992,True,False,,,False,True
People Everyday,Arrested Development,8,23,1992,,arrested development,,"Charly Films, Cooltempo, EMI",1992,True,False,,,False,True
Everything About You,Ugly Kid Joe,9,20,1992,,ugly kid joe,,"Mercury Records, PolyGram",1992,True,False,,,False,True
Ditty,Paperboy,10,30,1992,,paperboy,,"FFRR, Next Plateau Records Inc.",1992,True,False,,,True,False
The Best Things In Life Are Free,BBD And Ralph Tresvant,10,20,1992,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,bbd and ralph tresvant,,,1992,True,False,,,True,False
All For Love,Bryan Adams/Rod Stewart/Sting,1,22,1993,,bryan adams/rod stewart/sting,,,1993,True,False,,,True,False
Freak Me,Silk,1,24,1993,,silk,,"Elektra, Keia Records",1993,True,False,,,True,False
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,22,1993,,meat loaf,,,1993,True,False,,,True,False
Informer,Snow,1,25,1993,,snow,,"Atlantic, EastWest, EastWest Records America",1993,True,False,,,True,False
Weak,SWV,1,26,1993,,swv,,RCA,1993,True,False,,,False,True
All That She Wants,Ace Of Base,2,36,1993,,ace of base,,"Arista, Barclay, Edsel Records",1993,True,False,,,False,True
Just Kickin' It,Xscape,2,21,1993,,xscape,,"Columbia, So So Def",1993,True,False,,,False,True
"Nuthin' But A ""G"" Thang",Dr. Dre,2,27,1993,,dr. dre,,,1993,True,False,,,False,True
Right Here (Human Nature)/Downtown,SWV,2,22,1993,,swv,,,1993,True,False,,,False,True
Whoomp! (There It Is),Tag Team,2,45,1993,,tag team,,"Bellmark Records, Club Tools, Life Records",1993,True,False,,,True,False
Breathe Again,Toni Braxton,3,35,1993,,toni braxton,,"Arista, Camden, LaFace Records",1993,True,False,,,False,True
I'm Gonna Be (500 Miles),The Proclaimers,3,20,1993,,the proclaimers,,"Chrysalis, Festival Records",1993,True,False,,,True,False
Knockin' Da Boots,H-Town,3,25,1993,,h-town,,,1993,True,False,,,True,False
"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,3,28,1993,,vanessa williams/brian mcknight,,,1993,True,False,,,True,False
Gangsta Lean,DRS,4,20,1993,,drs,,Capitol Records,1993,True,False,pop,pop,True,False
Lately,Jodeci,4,24,1993,,jodeci,,"MCA Records, Uptown Records",1993,True,False,,,True,False
Shoop,Salt-N-Pepa,4,25,1993,,salt-n-pepa,,,1993,True,False,,,False,True
Slam,Onyx,4,20,1993,,onyx,,JMJ Records,1993,True,False,,,True,False
Runaway Train,Soul Asylum,5,26,1993,,soul asylum,,"Columbia, Epic, Sony",1993,True,False,,,True,False
Show Me Love,Robin S.,5,28,1993,,robin s.,,Big Beat,1993,True,False,,,True,False
Hey Mr. D.J.,Zhane,6,24,1993,,zhane,,,1993,True,False,,,False,True
I'm So Into You,SWV,6,27,1993,,swv,,RCA,1993,True,False,,,False,True
Another Sad Love Song,Toni Braxton,7,26,1993,,toni braxton,,"Arista, BMG, BMG Eurodisc",1993,True,False,top 40,,False,True
Getto Jam,Domino,7,20,1993,,domino,,"Columbia, OutBurst Records",1993,True,False,,,True,False
Two Princes,Spin Doctors,7,29,1993,,spin doctors,,"Epic, Epic Associated, Jam in the Van",1993,True,False,,,True,False
"Bad Boys (Theme From ""Cops"")",Inner Circle,8,20,1993,,inner circle,,,1993,True,False,,,True,False
Dre Day,Dr. Dre,8,20,1993,,dr. dre,,"Atlantic, Death Row Records, Interscope Records",1993,True,False,,,False,True
Linger,The Cranberries,8,24,1993,,the cranberries,,"Hawk, Island, Island Records Group",1993,True,False,,,True,False
Understanding,Xscape,8,20,1993,,xscape,,"Columbia, Sony Music",1993,True,False,,,False,True
What's My Name?,Snoop Dogg,8,17,1993,,snoop dogg,,,1993,True,False,,,False,True
Cantaloop (Flip Fantasia),US3,9,27,1993,,us3,,"Blue Note, Capitol Records",1993,True,False,,,True,False
Bump N' Grind,R. Kelly,1,25,1994,,r. kelly,,,1994,True,False,,,False,True
"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,1,30,1994,,ini kamoze,,,1994,True,False,,,True,False
I Swear,All-4-One,1,30,1994,,all-4-one,,,1994,True,False,,,False,True
"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,1,30,1994,,lisa loeb & nine stories,,,1994,True,False,,,True,False
All I Wanna Do,Sheryl Crow,2,33,1994,,sheryl crow,,A&M Records,1994,True,False,,,False,True
"Regulate (From ""Above The Rim"")",Warren G,2,20,1994,Warren G & Nate Dogg,warren g,,,1994,True,False,,,False,True
"Regulate (From ""Above The Rim"")",Nate Dogg,2,20,1994,Warren G & Nate Dogg,nate dogg,,,1994,True,False,,,False,True
Another Night,Real McCoy,3,45,1994,,real mccoy,,"Arista, BMG, CMG",1994,True,False,"dance, club, house, eurodance","dance, club, house, eurodance",False,True
Fantastic Voyage,Coolio,3,25,1994,,coolio,,"Tommy Boy, Tommy Boy Music, Inc.",1994,True,False,,,False,True
Stroke You Up,Changing Faces,3,21,1994,,changing faces,,"Atlantic, Big Beat, Spoiled Rotten Entertainment",1994,True,False,,,False,True
Wild Night,Me'Shell Ndegeocello,3,42,1994,John Mellencamp With Me'Shell Ndegeocello,me'shell ndegeocello,,,1994,True,False,,,True,False
Mmm Mmm Mmm Mmm,Crash Test Dummies,4,24,1994,,crash test dummies,,"Arista, BMG, Bugsy Records",1994,True,False,,,True,False
Back & Forth,Aaliyah,5,24,1994,,aaliyah,,"Blackground Enterprises, Jive",1994,True,False,,,False,True
Never Lie,Immature,5,26,1994,,immature,,MCA Records,1994,True,False,,,True,False
So Much In Love,All-4-One,5,22,1994,,all-4-one,,,1994,True,False,,,False,True
Strong Enough,Sheryl Crow,5,26,1994,,sheryl crow,,"A&M Records, A&M Records, Inc.",1994,True,False,"rock, alternative rock, pop, singer-songwriter, pop rock, adult alternative rock","rock, alternative rock, pop, singer-songwriter, pop rock",False,True
You Gotta Be,Des'ree,5,44,1994,,des'ree,,,1994,True,False,,,True,False
At Your Best (You Are Love),Aaliyah,6,20,1994,,aaliyah,,"Blackground Enterprises, Jive",1994,True,False,"r&b, contemporary r&b, r b, soul, pop, contemporary r&b/soul, hip-hop, hip hop, old school soul","r&b, contemporary r&b, soul, pop, hip hop",False,True
"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,6,28,1994,,big mountain,,,1994,True,False,,,True,False
Funkdafied,Da Brat,6,20,1994,,da brat,,"Chaos Recordings, Columbia, So So Def",1994,True,False,,,True,False
I Wanna Be Down,Brandy,6,28,1994,,brandy,,"Atlantic, EastWest",1994,True,False,,,False,True
Before I Let You Go,BLACKstreet,7,27,1994,,blackstreet,,Interscope Records,1994,True,False,,,False,True
Gin And Juice,Snoop Doggy Dogg,8,20,1994,,snoop doggy dogg,,,1994,True,False,,,True,False
I'm The Only One,Melissa Etheridge,8,40,1994,,melissa etheridge,,,1994,True,False,,,True,False
If You Love Me,Brownstone,8,27,1994,,brownstone,,"Epic, MJJ Music, MJJ Productions",1994,True,False,,,True,False
Sukiyaki,4PM,8,32,1994,,4pm,,,1994,True,False,,,True,False
Tootsee Roll,69 Boyz,8,38,1994,,69 boyz,,"Lil’ Joe Records, Rip-It Records",1994,True,False,,,True,False
Flava In Ya Ear,Craig Mack,9,25,1994,,craig mack,,"Arista, Bad Boy Entertainment",1994,True,False,,,True,False
This D.J.,Warren G,9,20,1994,,warren g,,"Island, Rush Associated Labels, Violator",1994,True,False,,,False,True
Hold My Hand,Hootie & The Blowfish,10,44,1994,,hootie,hootie & the blowfish,Atlantic,1994,True,False,"rock, southern rock, pop, alternative rock, pop rock, adult alternative rock","rock, southern rock, pop, alternative rock, pop rock",False,True
Hold My Hand,Hootie & The Blowfish,10,44,1994,,hootie,hootie & the blowfish,Atlantic,1994,True,False,"rock, southern rock, pop, alternative rock, pop rock, adult alternative rock","rock, southern rock, pop, alternative rock, pop rock",False,True
Hold My Hand,Hootie & The Blowfish,10,44,1994,,hootie,hootie & the blowfish,Atlantic,1994,True,False,"rock, southern rock, pop, alternative rock, pop rock, adult alternative rock","rock, southern rock, pop, alternative rock, pop rock",False,True
