label,big_3_affiliation,year,#_of_connected_artists,#_of_connected_artists_rolling5,total_power_of_connected_artists,total_power_of_connected_artists_rolling5
Reprise Records,Warner,1998,1,4,100,266
Reprise Records,Warner,1999,1,4,23,363
Reprise Records,Warner,2000,3,6,268,539
Reprise Records,Warner,2001,3,8,240,664
Reprise Records,Warner,2002,2,9,138,769
Reprise Records,Warner,2003,2,9,115,784
Reprise Records,Warner,2004,3,10,289,1050
Reprise Records,Warner,2005,1,8,60,842
Reprise Records,Warner,2006,2,6,161,763
Reprise Records,Warner,2007,1,6,97,722
Reprise Records,Warner,2008,1,6,93,700
Reprise Records,Warner,2009,3,6,287,698
Reprise Records,Warner,2011,2,6,156,633
Republic Nashville,Other,2010,1,1,97,97
Republic Nashville,Other,2013,1,2,92,189
Republic Records,Universal,1971,1,1,89,89
Republic Records,Universal,1972,1,1,95,184
Republic Records,Universal,1999,2,2,177,177
Republic Records,Universal,2000,2,3,194,371
Republic Records,Universal,2001,2,5,113,484
Republic Records,Universal,2003,2,6,183,667
Republic Records,Universal,2005,1,4,95,391
Republic Records,Universal,2006,1,4,54,332
Republic Records,Universal,2008,1,3,71,220
Republic Records,Universal,2009,2,5,185,405
Republic Records,Universal,2010,1,5,92,402
Republic Records,Universal,2011,1,5,95,443
Republic Records,Universal,2012,2,7,192,635
Republic Records,Universal,2013,5,11,476,1040
Republic Records,Universal,2014,5,12,459,1314
Republic Records,Universal,2015,2,13,183,1405
Republic Records,Universal,2016,4,16,366,1676
Republic Records,Universal,2017,2,17,153,1637
Republic Records,Universal,2018,4,14,378,1539
Republic Records,Universal,2019,3,13,289,1369
Republic Records,Universal,2020,5,16,469,1655
Republic Records,Universal,2021,3,15,257,1546
Republic Records,Universal,2023,3,13,201,1216
Republic Records,Universal,2025,1,5,97,555
Request Records,Other,1963,1,1,97,97
Request Records,Other,1964,1,2,96,193
Retro Music,Other,1962,1,1,84,84
Retro Music,Other,1969,1,1,98,98
Reunion Records,Sony,1991,1,1,95,95
Reunion Records,Sony,1992,1,1,15,110
Reunion Records,Sony,1995,1,1,85,195
Reunion Records,Sony,1997,1,2,51,136
Reunion Records,Sony,1998,1,2,78,214
Reunion Records,Sony,1999,1,2,80,294
Reunion Records,Sony,2000,1,2,31,240
Reunion Records,Sony,2001,1,2,81,321
Reunion Records,Sony,2002,1,1,87,357
Reunion Records,Sony,2004,1,1,90,289
Reunion Records,Sony,2005,1,2,92,350
Reunion Records,Sony,2006,1,2,53,322
Reunion Records,Sony,2007,1,2,47,282
Reunion Records,Sony,2008,2,3,144,426
Reunion Records,Sony,2010,2,2,161,405
Reunion Records,Sony,2012,1,2,92,397
RevOla Records,Other,1966,1,1,73,73
RevOla Records,Other,1969,1,2,93,166
Revealed Recordings,Other,1998,1,1,94,94
Rex Orange County,Other,2019,1,1,98,98
Rhino,Other,1963,1,1,98,98
Rhino,Other,1966,1,2,100,198
Rhino,Other,1967,3,5,246,444
Rhino,Other,1968,5,9,205,551
Rhino,Other,1969,4,11,21,572
Rhino,Other,1970,12,21,766,1338
Rhino,Other,1971,8,23,404,1642
Rhino,Other,1972,12,27,557,1953
Rhino,Other,1973,10,32,636,2384
Rhino,Other,1974,8,34,498,2861
Rhino,Other,1975,6,32,540,2635
Rhino,Other,1976,6,30,398,2629
Rhino,Other,1977,3,24,268,2340
Rhino,Other,1979,2,13,166,1372
Rhino,Other,1980,4,12,326,1158
Rhino,Other,1981,1,8,72,832
Rhino,Other,1982,5,10,391,955
Rhino,Other,1983,1,11,92,1047
Rhino,Other,1984,4,14,371,1252
Rhino,Other,1985,5,16,258,1184
Rhino,Other,1986,2,16,79,1191
Rhino,Other,1987,1,13,66,866
Rhino,Other,1989,1,8,73,476
Rhino,Other,1990,1,5,99,317
Rhino,Other,1992,2,4,151,323
Rhino,Other,1993,1,5,94,417
Rhino,Other,1994,3,7,162,506
Rhino,Other,1996,1,7,28,435
Rhino,Other,1997,3,7,54,338
Rhino,Other,1998,1,6,98,342
Rhino,Other,2000,1,5,98,278
Rhino,Other,2002,1,3,51,247
Rhino,Other,2005,1,2,65,116
Rhino,Other,2006,2,3,-35,81
Rhino,Other,2007,1,3,2,32
Rhino,Other,2009,1,3,93,125
Rhino Atlantic,Other,1963,1,1,40,40
Rhino Atlantic,Other,1966,1,1,76,116
Rhino Atlantic,Other,1967,1,2,99,215
Rhino Atlantic,Other,1968,1,2,100,275
Rhino Atlantic,Other,1969,1,3,80,355
Rhino Atlantic,Other,1970,3,6,295,650
Rhino Atlantic,Other,1972,1,6,94,569
Rhino Atlantic,Other,1975,2,3,190,284
Rhino Atlantic,Other,1984,2,2,75,75
Rhino Atlantic,Other,1997,1,1,24,24
Rhino Atlantic,Other,1998,2,3,191,215
Rhino Atlantic,Other,1999,1,4,50,265
Rhino Atlantic,Other,2001,2,5,192,457
Rhino Atlantic,Other,2002,1,5,92,525
Rhino Custom Products,Other,1978,1,1,93,93
Rhino Entertainment,Warner,1989,1,1,97,97
Rhino Entertainment LLC,Other,1969,1,1,28,28
Rhino Handmade,Other,2007,1,1,2,2
Rhino Movie Music,Other,1967,1,1,-91,-91
Rhino Records,Warner,1972,1,1,30,30
Rhino Special Editions,Other,1973,1,1,98,98
Rhino Special Editions,Other,1976,1,2,92,190
Rhino Special Products,Other,1973,1,1,98,98
Rhino Vinyl,Other,1993,1,1,98,98
Rhymesayers Entertainment,Warner,2002,1,1,-38,-38
Rhymesayers Entertainment,Warner,2003,1,1,18,-20
Rhymesayers Entertainment,Warner,2005,1,1,35,15
Rhymesayers Entertainment,Warner,2008,1,1,96,131
Rhythm and Blues,Other,1958,1,1,92,92
Ric-Tic Records,Other,1966,1,1,53,53
Rimas,Other,2019,2,2,184,184
Rimas,Other,2023,1,3,96,280
Rinse,Other,2018,1,1,69,69
Riotville Records,Other,2019,2,2,194,194
Rip-It Records,Other,1994,1,1,93,93
Ripete Records,Other,1972,1,1,70,70
Rise Above Records,Other,2015,1,1,93,93
Rise Records,Warner,2007,1,1,44,44
Rise Records,Warner,2008,1,2,-71,-27
Rise Records,Warner,2009,1,2,-42,-69
Rise Records,Warner,2010,1,3,-14,-83
Rise Records,Warner,2011,3,4,63,-20
Rise Records,Warner,2012,1,3,85,21
Rise Records,Warner,2013,2,4,157,249
Rise Records,Warner,2014,4,6,380,671
Rise Records,Warner,2015,1,6,69,754
Rise Records,Warner,2016,1,6,88,779
Rise Records,Warner,2018,1,5,86,623
Rise Records,Warner,2020,1,1,87,261
Rise Records,Warner,2022,1,1,93,266
Rising Tide,Other,1996,1,1,-21,-21
Riva,Other,1983,1,1,93,93
River House Artists,Other,2017,1,1,97,97
River House Artists,Other,2018,1,1,80,177
River House Artists,Other,2019,1,1,86,263
River House Artists,Other,2020,1,1,99,362
Riverhorse Records,Other,1983,1,1,64,64
Riviera,Other,1964,1,1,96,96
Roadrunner Records,Warner,2000,1,1,-29,-29
Roadrunner Records,Warner,2001,2,2,198,169
Roadrunner Records,Warner,2002,4,6,267,436
Roadrunner Records,Warner,2004,1,7,80,516
Roadrunner Records,Warner,2005,1,7,43,588
Roadrunner Records,Warner,2006,3,6,246,636
Roadrunner Records,Warner,2007,1,5,82,451
Roadrunner Records,Warner,2008,1,5,75,526
Roadrunner Records,Warner,2009,2,5,189,635
Roadrunner Records,Warner,2010,2,6,23,615
Roadrunner Records,Warner,2011,3,7,243,612
Roadrunner Records,Warner,2014,1,6,93,359
Roadrunner Records,Warner,2021,1,1,71,71
Roadrunner Records,Warner,2025,1,1,92,163
Roadshow,Other,1974,1,1,99,99
Roadshow Music,Other,1997,1,1,100,100
Robbins,Other,1985,1,1,96,96
Robinsongs,Other,1976,1,1,-88,-88
Robinsongs,Other,1977,1,1,36,-52
Robinsongs,Other,1978,2,2,67,15
Robinsongs,Other,1979,1,2,-45,-30
Robinsongs,Other,1980,1,3,76,46
Roc Nation,Universal,2010,1,1,8,8
Roc Nation,Universal,2011,1,1,100,108
Roc Nation,Universal,2012,1,2,39,147
Roc Nation,Universal,2013,1,2,82,229
Roc Nation,Universal,2018,1,1,99,99
Rock Candy,Other,1975,1,1,94,94
Rock Candy,Other,1979,1,2,68,162
Rock Candy,Other,1980,1,2,-68,0
Rock Candy,Other,1981,1,3,19,19
Rock Candy,Other,1982,1,4,91,110
Rock Candy,Other,1984,1,4,94,136
Rock Me Tender,Other,1964,1,1,100,100
RockBeat Records,Other,1964,1,1,2,2
Rocketown Records,Other,2001,1,1,81,81
Rockin’ R Records,Other,2009,1,1,100,100
Rockmasters,Other,1970,1,1,92,92
Rocky Road Records,Other,1973,1,1,100,100
Roc‐A‐Fella Records,Other,1972,1,1,59,59
Roc‐A‐Fella Records,Other,1999,1,1,94,94
Roc‐A‐Fella Records,Other,2003,2,3,189,283
Roc‐A‐Fella Records,Other,2004,2,4,192,381
Roc‐A‐Fella Records,Other,2005,1,5,100,481
Roc‐A‐Fella Records,Other,2006,1,6,59,540
Rolling Stone,Other,1970,1,1,93,93
Rolling Stones Records,Universal,1964,1,1,95,95
Rolling Stones Records,Universal,2023,1,1,98,98
Rostrum Records,Other,2010,1,1,100,100
Rostrum Records,Other,2011,2,2,199,299
Rostrum Records,Other,2012,1,3,38,337
Rough Trade,Other,2005,2,2,-49,-49
Rough Trade,Other,2006,3,4,58,9
Rough Trade,Other,2008,1,5,97,106
Rough Trade,Other,2011,1,2,100,197
Rough Trade,Other,2012,1,3,95,292
Roulette,Other,1958,2,2,188,188
Roulette,Other,1960,2,4,170,358
Roulette,Other,1963,2,4,195,365
Roulette,Other,1968,1,1,-92,-92
Roulette,Other,1969,1,1,93,1
Roulette,Other,1970,1,2,72,73
Roulette,Other,1971,2,2,100,173
Round Hill Records,Other,1995,1,1,93,93
Round Hill Records,Other,2008,1,1,92,92
Rounder,Other,2011,2,2,194,194
Rox Vox,Other,1970,1,1,97,97
Roxbury Records,Other,1974,1,1,97,97
Royal Mountain Records,Other,2017,1,1,72,72
Royal Mountain Records,Other,2019,1,1,91,163
Rubyworks,Other,2014,1,1,99,99
Rude Girl Records,Other,1975,1,1,98,98
Ruff Ryders,Other,2001,2,2,195,195
RuffTown Records,Other,2009,1,1,19,19
Ruffhouse Records,Sony,1992,1,1,100,100
Ruffhouse Records,Sony,1997,1,1,56,56
Ruffhouse Records,Sony,1998,2,2,194,250
Run the Jewels,Other,2014,1,1,51,51
Run the Jewels,Other,2017,1,1,88,139
Rush Associated Labels,Other,1992,1,1,52,52
Rush Associated Labels,Other,1994,2,2,180,232
Rush Associated Labels,Other,1995,2,3,107,339
Rush Associated Labels,Other,1996,1,4,94,433
Rush Associated Labels,Other,1999,1,4,93,294
Rust Records,Other,1963,1,1,91,91
Rykodisc,Other,1969,1,1,-73,-73
Rykodisc,Other,1971,1,2,-81,-154
Rykodisc,Other,1973,2,3,-47,-201
Rykodisc,Other,1974,1,3,91,-37
Rykodisc,Other,2005,1,1,86,86
Rykodisc,Other,2012,1,1,99,99
S.A.,Other,1966,1,1,97,97
S.A.,Other,1967,1,2,-82,15
S.A.,Other,2002,1,1,97,97
SAWGOD - Columbia,Other,2024,1,1,71,71
SBK Records,Universal,1989,1,1,99,99
SBK Records,Universal,1990,3,4,232,331
SBK Records,Universal,1991,1,5,99,430
SBK Records,Universal,1992,2,6,191,621
SM Entertainment,Warner,2018,1,1,15,15
SMCMG,Other,1972,1,1,-37,-37
SME Records,Sony,1984,1,1,30,30
SME Records,Sony,1998,1,1,95,95
SME Records,Sony,1999,2,3,85,180
SME Records,Sony,2000,2,5,184,364
SMG Music,Universal,2025,1,1,99,99
SO Empire,Other,2023,1,1,94,94
SOFA - AV Catalog PS,Other,1963,1,1,100,100
SOFA - AV Catalog PS,Other,1964,4,5,359,459
SOFA - AV Catalog PS,Other,1965,1,6,32,491
SOFA - AV Catalog PS,Other,1966,1,7,96,587
SOFA - AV Catalog PS,Other,1967,2,8,184,771
SOURCE MUSIC,Other,2023,1,1,95,95
SPQR,Other,1962,1,1,79,79
SRC Records,Universal,2004,1,1,83,83
SRC Records,Universal,2009,1,1,96,96
SRP Records,Other,2005,1,1,99,99
ST2 Records,Other,2003,1,1,51,51
ST2 Records,Other,2004,1,1,61,112
STMPD RCRDS,Other,2016,1,1,77,77
SUPER BIRD,Other,1977,1,1,-15,-15
SUPER BIRD,Other,1978,1,1,43,28
Sabotage,Other,1992,1,1,94,94
Saddle Creek Records,Warner,2002,1,1,-60,-60
Safehouse Records,Universal,2014,1,1,95,95
Saga OPP,Other,1968,1,1,96,96
Saguaro Road Records,Other,1972,1,1,92,92
Samples ’n’ Seconds Records,Other,2012,1,1,100,100
Sanctuary Records,Warner,1972,1,1,15,15
Sanctuary Records,Warner,2001,1,1,4,4
Sanctuary Records,Warner,2005,1,2,90,94
Sanctuary Urban,Sony,2005,1,1,90,90
Sand Hill Records,Other,2006,1,1,42,42
Santa Anna,Other,2014,1,1,9,9
Scepter,Other,1959,1,1,98,98
Scepter,Other,1962,1,2,80,178
Scepter,Other,1966,1,2,21,101
Scepter,Other,1968,1,1,96,117
School Boy Records,Other,2012,2,2,199,199
School Boy Records,Other,2015,1,3,99,298
Schranz,Other,1977,1,1,95,95
Schranz,Other,1985,1,1,91,91
Scotti Bros. Records,Other,1978,1,1,91,91
Scotti Bros. Records,Other,1981,1,2,19,110
Screenland Records,Other,1959,1,1,98,98
Scumgang Records,Other,2017,1,1,51,51
Scumgang Records,Other,2018,1,1,99,150
Sea Gayle Records,Other,2010,1,1,94,94
Seagull Records,Other,1981,1,1,72,72
Second Disc Records,Other,1971,1,1,-68,-68
"Secret 7""",Other,2013,1,1,95,95
Secretly Canadian,Other,1969,1,1,-73,-73
Secretly Canadian,Other,2013,1,1,45,45
Secretly Canadian,Other,2014,1,2,75,120
See for Miles Records,Other,1959,1,1,97,97
Seeker Music,Other,2014,1,1,51,51
Selected Sound Carrier,Other,1960,2,2,148,148
Selena Gomez PS,Other,2017,1,1,81,81
Sequel Records,Other,1960,1,1,98,98
Sequel Records,Other,1962,1,2,99,197
Sequel Records,Other,1974,1,1,97,97
Sequel Records,Other,1979,1,1,93,93
Sequel Records,Other,1980,1,2,82,175
Serchlite Music,Other,1994,1,1,10,10
Serjical Strike Records,Universal,2007,1,1,97,97
Seville Records,Other,1962,2,2,193,193
Shady Records,Universal,2001,1,1,82,82
Shady Records,Universal,2002,1,2,88,170
Shady Records,Universal,2003,1,3,96,266
Shady Records,Universal,2004,1,3,95,361
Shady Records,Universal,2011,1,1,97,97
Shady Records,Universal,2012,1,2,99,196
Shady Records,Universal,2015,1,3,98,294
Shell,Other,1960,1,1,93,93
Shelter Records,Universal,1971,1,1,31,31
Shelter Records,Universal,1977,1,1,61,61
Shelter Records,Universal,1978,2,2,102,163
Sherman Records,Other,1980,1,1,97,97
Shock,Other,2004,1,1,-30,-30
Shock,Other,2006,1,1,-98,-128
Shock,Other,2009,1,2,43,-55
Shock,Other,2010,1,2,98,43
Shock,Other,2014,1,2,92,190
Shout! Factory,Sony,1967,1,1,100,100
Show Dog Nashville,Other,1993,1,1,2,2
Show Dog–Universal Music,Other,2002,1,1,29,29
Show Dog–Universal Music,Other,2004,1,1,78,107
Show Dog–Universal Music,Other,2005,1,1,94,201
Sho’nuff Records,Other,2006,1,1,97,97
SideOneDummy Records,Other,2002,1,1,-3,-3
SideOneDummy Records,Other,2004,1,1,81,78
SideOneDummy Records,Other,2006,1,1,34,112
SideOneDummy Records,Other,2008,2,2,128,243
SideOneDummy Records,Other,2010,1,2,85,247
Sidewinder Music,Other,1987,1,1,78,78
Signature Sounds,Other,2014,1,1,83,83
Signet Records,Other,1959,1,1,98,98
Silent Records,Other,2012,1,1,99,99
Silent Room Recordings,Other,2023,1,1,85,85
Silos Music,Other,2015,1,1,97,97
Silver Cloud,Other,1979,1,1,91,91
Simitar Entertainment,Other,1998,1,1,94,94
Sing It Loud,Other,2021,1,1,36,36
Sing It Loud,Other,2023,1,1,15,51
Sing It Loud,Other,2026,1,1,91,106
Sire Records,Warner,1977,1,1,98,98
Sire Records,Warner,1978,1,2,9,107
Sire Records,Warner,1981,1,3,-3,104
Sire Records,Warner,1982,1,3,96,102
Sire Records,Warner,1983,2,4,177,270
Sire Records,Warner,1984,2,5,17,287
Sire Records,Warner,1987,2,5,114,308
Sire Records,Warner,1988,1,5,28,159
Sire Records,Warner,1989,1,4,30,172
Sire Records,Warner,1990,1,5,100,272
Sire Records,Warner,1991,1,6,94,366
Sire Records,Warner,1992,1,4,83,335
Sire Records,Warner,1993,1,5,94,401
Sire Records,Warner,1994,1,5,-74,297
Sire Records,Warner,1997,1,2,33,53
Sire Records,Warner,2006,1,1,81,81
Sire Records,Warner,2007,1,2,67,148
Sire Records,Warner,2009,3,3,272,420
Siren,Other,1987,1,1,92,92
Siren,Other,1988,1,2,99,191
Siren Records,Universal,1987,1,1,100,100
Siren Records,Universal,1988,2,3,199,299
Skeleton Club,Other,2006,1,1,98,98
Slam Music,Other,1967,1,1,93,93
Slash,Other,1985,1,1,23,23
Slaughter Gang,Other,2017,1,1,99,99
Sleazy Records,Other,1959,1,1,58,58
Slip‐N‐Slide Records,Other,1999,1,1,71,71
Slip‐N‐Slide Records,Other,2000,2,2,143,214
Slip‐N‐Slide Records,Other,2001,1,2,97,311
Slip‐N‐Slide Records,Other,2002,2,2,101,412
Slip‐N‐Slide Records,Other,2007,1,1,99,99
Slip‐N‐Slide Records,Other,2008,2,3,179,278
Slip‐N‐Slide Records,Other,2011,1,3,39,317
Slip‐N‐Slide Records,Other,2012,1,2,43,261
Slumerican,Other,2015,1,1,98,98
Smash,Other,1964,1,1,92,92
Smash Records,Universal,1961,1,1,100,100
Smash Records,Universal,1962,2,3,195,295
Smash Records,Universal,1964,2,5,193,488
Smash Records,Universal,1966,1,5,96,484
Smash Records,Universal,1967,1,4,95,384
Smash Records,Universal,1986,1,1,14,14
Smirnoff,Other,2000,1,1,57,57
Smith Music Group,Other,1976,1,1,10,10
Smokin’,Other,1974,1,1,21,21
Snakefarm Records,Other,2019,1,1,95,95
So So Def,Other,1993,1,1,99,99
So So Def,Other,1994,1,2,95,194
So So Def,Other,1996,1,2,81,275
So So Def,Other,1998,2,3,92,268
So So Def,Other,1999,1,3,86,259
So So Def,Other,2000,2,3,189,448
So So Def,Other,2005,1,1,86,86
So So Def,Other,2006,1,1,96,182
SoNo Recording Group,Other,1992,1,1,43,43
SoSouth,Other,1994,2,2,-10,-10
Solar,Other,1978,1,1,24,24
Solar,Other,1979,1,1,-45,-21
Solar,Other,1984,1,1,24,24
Solar,Other,1987,1,2,94,118
Solar,Other,1989,1,2,94,188
Solar,Other,1990,1,3,99,287
Solid State Records,Other,2004,1,1,0,0
Solid State Records,Other,2006,1,1,99,99
Solid State Records,Other,2007,1,2,20,119
Solid State Records,Other,2009,1,2,77,196
Solid State Records,Other,2010,1,2,-20,176
Solid State Records,Other,2011,1,1,90,167
Solid State Records,Other,2013,1,1,92,239
Sollos,Other,2021,1,1,100,100
Songbook Productions,Other,2009,1,1,92,92
Sony,Sony,1993,1,1,96,96
Sony,Sony,1996,1,2,100,196
Sony 550 Music,Other,1995,1,1,91,91
Sony 550 Music,Other,1996,1,2,75,166
Sony BMG Music Entertainment,Other,1958,1,1,93,93
Sony BMG Music Entertainment,Other,1977,1,1,38,38
Sony BMG Music Entertainment,Other,1979,1,2,28,66
Sony BMG Music Entertainment,Other,1981,2,4,122,188
Sony BMG Music Entertainment,Other,1986,1,1,87,87
Sony BMG Music Entertainment,Other,1996,1,1,97,97
Sony BMG Music Entertainment,Other,1997,2,3,162,259
Sony BMG Music Entertainment,Other,2000,1,4,-84,175
Sony BMG Music Entertainment,Other,2001,1,4,-21,57
Sony BMG Music Entertainment,Other,2002,1,2,84,-21
Sony BMG Music Entertainment,Other,2005,7,8,668,731
Sony BMG Music Entertainment,Other,2006,2,9,196,948
Sony BMG Music Entertainment,Other,2007,3,11,284,1148
Sony BMG Music Entertainment,Other,2008,3,14,281,1429
Sony BMG Music Entertainment Custom Marketing Group,Other,1969,1,1,95,95
Sony BMG Music Entertainment Custom Marketing Group,Other,1986,1,1,97,97
Sony BMG Music Entertainment Custom Marketing Group,Other,1993,1,1,88,88
Sony BMG Music Entertainment Custom Marketing Group,Other,1998,1,1,94,94
Sony BMG Nashville,Other,2007,1,1,95,95
Sony CMG,Other,2012,1,1,91,91
Sony Classical,Sony,1994,1,1,96,96
Sony Classical,Sony,1999,1,1,73,73
Sony Classical,Sony,2000,1,1,94,167
Sony Jazz,Other,1977,1,1,22,22
Sony Latin,Other,2023,1,1,87,87
Sony Legacy,Other,1962,1,1,95,95
Sony Legacy,Other,1977,1,1,10,10
Sony Legacy,Other,2005,1,1,-63,-63
Sony Music,Sony,1967,1,1,98,98
Sony Music,Sony,1972,1,1,70,70
Sony Music,Sony,1974,1,2,-70,0
Sony Music,Sony,1977,1,1,7,-63
Sony Music,Sony,1978,1,2,62,-1
Sony Music,Sony,1979,1,2,68,137
Sony Music,Sony,1984,2,2,197,197
Sony Music,Sony,1990,1,1,-31,-31
Sony Music,Sony,1993,1,2,93,62
Sony Music,Sony,1994,2,4,184,246
Sony Music,Sony,1995,1,4,22,299
Sony Music,Sony,1997,2,6,194,493
Sony Music,Sony,1999,6,9,393,609
Sony Music,Sony,2001,2,9,181,768
Sony Music,Sony,2002,3,10,179,753
Sony Music,Sony,2003,1,11,98,851
Sony Music,Sony,2004,1,6,90,548
Sony Music,Sony,2005,3,9,80,628
Sony Music,Sony,2006,1,9,79,526
Sony Music,Sony,2007,1,6,97,444
Sony Music,Sony,2008,1,6,91,437
Sony Music,Sony,2009,6,10,170,517
Sony Music,Sony,2010,3,11,256,693
Sony Music,Sony,2011,4,14,380,994
Sony Music,Sony,2012,4,17,291,1188
Sony Music,Sony,2013,4,20,376,1473
Sony Music,Sony,2014,5,20,449,1752
Sony Music,Sony,2015,7,22,626,2122
Sony Music,Sony,2016,1,18,97,1839
Sony Music,Sony,2017,2,15,194,1742
Sony Music,Sony,2019,1,9,100,1017
Sony Music,Sony,2020,2,6,185,576
Sony Music,Sony,2021,1,6,36,515
Sony Music,Sony,2022,1,5,88,409
Sony Music,Sony,2023,1,5,15,424
Sony Music CG,Other,1976,1,1,79,79
Sony Music CG,Other,1999,1,1,92,92
Sony Music CG,Other,2008,1,1,100,100
Sony Music CG,Other,2015,1,1,70,70
Sony Music CG,Other,2017,1,1,94,164
Sony Music Catalog,Other,1979,1,1,97,97
Sony Music Commercial Music Group,Other,1998,1,1,100,100
Sony Music Commercial Music Group,Other,1999,1,1,100,200
Sony Music Custom Marketing Group,Other,1969,1,1,99,99
Sony Music Direct (Japan) Inc.,Other,1967,2,2,194,194
Sony Music Distribution,Sony,2011,1,1,95,95
Sony Music Entertainment,Other,1980,1,1,52,52
Sony Music Entertainment,Other,1986,1,1,87,87
Sony Music Entertainment,Other,1993,1,1,88,88
Sony Music Entertainment,Other,1997,1,2,-65,23
Sony Music Entertainment,Other,2009,1,1,29,29
Sony Music Entertainment,Other,2019,1,1,98,98
Sony Music Entertainment,Other,2023,1,2,94,192
Sony Music Entertainment Australia Pty Ltd.,Other,2009,1,1,95,95
Sony Music Entertainment Inc.,Other,1994,1,1,85,85
Sony Music Entertainment UK,Other,1978,1,1,91,91
Sony Music Entertainment UK Limited,Other,2014,1,1,100,100
Sony Music Japan International Inc.,Other,1973,1,1,96,96
Sony Music Japan International Inc.,Other,2004,1,1,84,84
Sony Music Japan International Inc.,Other,2009,1,1,98,98
Sony Music Japan International Inc.,Other,2013,1,2,99,197
Sony Music Japan International Inc.,Other,2015,1,2,89,188
Sony Music Labels Inc.,Other,2002,1,1,99,99
Sony Music Media,Other,1967,1,1,91,91
Sony Music Media,Other,1968,1,2,97,188
Sony Music Nashville,Sony,2003,1,1,-2,-2
Sony Music Nashville,Sony,2011,1,1,97,97
Sony Music Soundtrax,Other,1998,1,1,97,97
Sony Music Soundtrax,Other,2002,2,3,196,293
Sony Music Special Products,Other,1963,1,1,99,99
Sony Music Special Products,Other,1965,1,2,93,192
Sony Music Special Products,Other,1974,2,2,-4,-4
Sony Music Special Products,Other,1976,2,4,139,135
Sony Music Special Products,Other,1978,1,5,44,179
Sony Music Special Products,Other,1986,1,1,86,86
Sony Music Special Products,Other,1987,1,2,94,180
Sony Music Studios,Other,1999,1,1,99,99
Sony Music UK,Sony,1986,1,1,84,84
Sony Music UK,Sony,2005,1,1,88,88
Sony Music | Latin,Other,1996,1,1,13,13
Sony Music | Latin,Other,2017,2,2,106,106
Sony Music | Latin,Other,2018,1,2,94,200
Sony Music | Latin,Other,2021,1,3,84,284
Sony Music | Latin,Other,2022,1,2,76,254
Sony Music | Latin,Other,2023,2,2,164,324
Sony Music | Latin,Other,2024,1,2,95,419
Sony Music | Latin,Other,2025,1,3,99,518
Sony Records,Other,1976,2,2,108,108
Sony Records,Other,1986,1,1,91,91
Sony Records,Other,1991,1,1,84,84
Sony Records,Other,1994,1,2,93,177
Sony Records,Other,1997,2,3,193,286
Sony Records International,Other,1966,1,1,99,99
Sony Records International,Other,1973,1,1,-14,-14
Sony Records International,Other,1976,1,2,1,-13
Sony Records International,Other,1977,2,3,90,77
Sony Records International,Other,1996,1,1,95,95
Sony Records International,Other,2001,1,1,95,95
Sony Records International,Other,2002,1,2,92,187
Sony Records International,Other,2004,1,3,-30,157
Sony Records International,Other,2009,3,3,245,245
Sony Records International,Other,2010,1,4,93,338
Sony Records International,Other,2012,2,6,200,538
Sony Records International,Other,2013,3,9,289,827
Sony Records International,Other,2014,2,8,196,778
Sony Records International,Other,2020,1,1,92,92
Sony Urban Music,Other,2004,1,1,62,62
Sony Urban Music,Other,2005,1,2,93,155
Sony Urban Music,Other,2006,1,2,99,254
Soribada,Other,2016,1,1,75,75
Soul,Other,1965,1,1,97,97
Soul,Other,1966,1,2,94,191
Soul City,Other,1964,1,1,99,99
Soul City,Other,1968,2,2,170,269
Soul Train,Other,1976,1,1,-88,-88
Soul Train,Other,1977,1,1,36,-52
SoulMusic Records,Other,1967,1,1,35,35
SoulMusic Records,Other,1983,1,1,-18,-18
SoulMusic Records,Other,1984,1,1,70,52
SoulMusic Records,Other,1986,1,1,20,72
SoulMusic Records,Other,1987,1,2,33,105
SoulMusic Records,Other,1988,1,2,36,159
Soulife Recordings,Other,2001,1,1,96,96
Soulo Productions,Other,2015,1,1,97,97
Sound Stage 7,Other,1968,1,1,52,52
Sound Stage 7,Other,1969,1,1,88,140
Sound for Industry,Other,1977,1,1,33,33
Sounds Good,Other,2002,1,1,93,93
Soundwings,Other,1972,1,1,87,87
South Bay,Other,1958,1,1,94,94
South Bay,Other,1959,1,2,98,192
South Coast Music Group,Other,2019,1,1,100,100
South Coast Music Group,Other,2023,1,2,96,196
Southbound,Other,1971,1,1,90,90
Southeastern Records,Other,2009,1,1,-30,-30
Southeastern Records,Other,2011,1,1,22,-8
Southeastern Records,Other,2013,1,2,78,70
Southeastern Records,Other,2015,1,2,95,195
Southeastern Records,Other,2017,1,2,97,270
Space Space Records,Other,1991,1,1,100,100
Spades Records,Other,1960,1,1,92,92
Sparrow Records,Other,1999,1,1,21,21
Sparrow Records,Other,2000,1,1,-21,0
Sparrow Records,Other,2002,1,1,63,63
Sparrow Records,Other,2003,3,3,170,233
Sparrow Records,Other,2004,2,4,107,319
Sparrow Records,Other,2006,3,4,119,459
Sparrow Records,Other,2007,1,4,79,475
Sparrow Records,Other,2009,1,4,38,236
Sparrow Records,Other,2010,1,5,86,322
Sparrow Records,Other,2012,5,5,245,369
Sparrow Records,Other,2014,2,6,183,514
Sparton Records,Other,1959,1,1,99,99
Speakers Corner,Other,1972,1,1,-79,-79
Spectrum Music,Other,1964,1,1,100,100
Spectrum Music,Other,1965,1,2,48,148
