performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling10,degree_centrality_firstsong_rolling10,degree_centrality_top10_cumulative,degree_centrality_firstsong_cumulative,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling10,closeness_centrality_firstsong_rolling10,closeness_centrality_top10_cumulative,closeness_centrality_firstsong_cumulative,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling10,harmonic_closeness_centrality_firstsong_rolling10,harmonic_closeness_centrality_top10_cumulative,harmonic_closeness_centrality_firstsong_cumulative,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling10,betweenness_centrality_firstsong_rolling10,betweenness_centrality_top10_cumulative,betweenness_centrality_firstsong_cumulative,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling10,eigenvector_centrality_firstsong_rolling10,eigenvector_centrality_top10_cumulative,eigenvector_centrality_firstsong_cumulative
the weeknd,The Weeknd,2012.0,2025.0,2012.0,2025.0,2012-2025,14,120,11,7,5,22,9,34,9,69,9,Can't Feel My Face,1,Wicked Games,53,20,1231,Beauty Behind The Madness,1,Trilogy,4,197,1674,"r&b, contemporary r&b, alternative r&b, synth-pop, dance-pop, 2020s, 2010s, pop, hypnagogic pop","r&b, contemporary r&b, alternative r&b, synth-pop, dance-pop, pop, hypnagogic pop",2012.0,2014.0,2014.0,2015.0,2012.0,2012.0,2012.0,2015.0,"CP Records, Atlantic, Rostrum Records, [no label], Young Money, Republic Records, Universal Music, Universal Records, Universal Republic Records",,,,False,True,True,2.0,0.0,0.0,False,False,True,True,796889.0,0.0031786395422759,0.0007147962830593,0.0012206700122067,0.000308261405672,0.0006084369929691,0.0001497566454511,0.0583633447572997,0.0535059794929308,0.118125937642607,0.1050072877292292,0.1446503564612027,0.1285145127091025,106.13055555555582,84.21507936507969,1005.6152236652094,769.963436563439,2316.4119624657556,1834.4993108200251,0.0031863868237693,0.0,0.0006767634590243,9.355623461748915e-06,0.0002618729978022,1.894521196230448e-06,6.011498746784164e-06,0.0134694706470993,9.522688119349442e-05,3.049720742410225e-06,1.6851678600917348e-06,2.885084303112365e-07
the whispers,The Whispers,1970.0,1990.0,1972.0,2009.0,1970-2009,18,12,16,0,0,1,1,2,1,5,5,Rock Steady,7,Seems Like I Gotta Do Wrong,50,9,112,The Whispers,6,The Whispers' Love Story,186,2,281,"soul, disco, boogie, smooth soul, r&b, contemporary r&b, synth funk","soul, disco, boogie, smooth soul, r&b, contemporary r&b, synth funk",1970.0,1980.0,1987.0,,1972.0,1980.0,1980.0,,"B & a Entertainment, RCA Victor, Sequel Records, Castle Pie, RCA, MCA Records, Solar, Sony Music Special Products, Janus Records, Robinsongs, Soul Train, Unidisc, The Right Stuff, Castle Communications, Leedon",,"soul, disco","soul, disco",False,False,False,17.0,8.0,10.0,True,True,False,False,1091059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the who,The Who,1965.0,1982.0,1967.0,2025.0,1965-2025,31,26,33,0,0,1,11,8,13,18,16,I Can See For Miles,9,I Can't Explain,93,2,231,Quadrophenia,2,Happy Jack,67,22,616,"rock, hard rock, mod, classic rock, art rock, freakbeat, british, pop rock, rock opera, rock groups","rock, hard rock, mod, classic rock, art rock, freakbeat, pop rock, rock opera",1965.0,1967.0,1967.0,,1967.0,1969.0,1969.0,,"Brunswick, Decca Records, Festival Records, Aziя Records, BMG Direct Marketing, Inc., Polydor, Track Record, MCA Records, Classic Records, Geffen Records, BMG Direct",,,,False,False,False,2.0,2.0,2.0,True,False,False,True,11540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the wild pair),The Wild Pair),1989.0,1989.0,,,1989-1989,1,1,0,1,0,1,0,1,0,1,0,Opposites Attract,1,Opposites Attract,1,23,23,,0,,0,0,0,,,1989.0,1989.0,1989.0,1989.0,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the winstons,The Winstons,1969.0,1969.0,1969.0,1969.0,1969-1969,1,2,1,0,0,1,0,1,0,1,0,Color Him Father,7,Color Him Father,7,13,19,Color Him Father,78,Color Him Father,78,12,12,"funk, soul, r&b, amen break, progressive rock, experimental, psychedelick rock","funk, soul, r&b, progressive rock, experimental",1969.0,1969.0,1969.0,,1969.0,,,,"Fuel 2000 Records, Fuel Records, Metromedia Records",,,,True,False,True,0.0,,0.0,True,False,False,False,1152618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the yardbirds,The Yardbirds,1965.0,1967.0,1967.0,1970.0,1965-1970,4,9,3,0,0,2,0,5,0,7,1,For Your Love,6,For Your Love,6,12,80,Yardbirds Greatest Hits,28,Yardbirds Greatest Hits,28,37,51,"blues rock, psychedelic rock, mod, british rhythm & blues, british, british blues, freakbeat, rhythm & blues, rock","blues rock, psychedelic rock, mod, british rhythm & blues, british blues, freakbeat, rock",1965.0,1965.0,1965.0,,1967.0,,,,"ARC Records, AVM, Black Box, Capitol Records, Columbia Records, Edsel Records",,,,True,False,True,0.0,,0.0,False,False,True,False,38093.0,0.0044247787610619,0.0044247787610619,0.0009099181073703,0.0009099181073703,0.0006583278472679,0.0006583278472679,0.0044247787610619,0.0044247787610619,0.0009099181073703,0.0009099181073703,0.0006583278472679,0.0006583278472679,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4611606165902877e-17,2.4611606165902877e-17,7.050162604351522e-81,7.050162604351522e-81,6.531218356899585e-27,6.531218356899585e-27
the young rascals,The Young Rascals,1965.0,1967.0,,,1965-1967,3,9,0,2,0,4,0,7,0,8,0,Good Lovin',1,I Ain't Gonna Eat Out My Heart Anymore,52,9,91,,0,,0,0,0,,,1965.0,1966.0,1966.0,1966.0,,,,,,,,,False,False,False,1.0,,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the youngbloods,The Youngbloods,1966.0,1970.0,1969.0,1972.0,1966-1972,6,3,8,0,0,1,0,1,0,1,0,Get Together,5,Grizzly Bear,52,10,39,Rock Festival,80,Elephant Mountain,118,29,86,"folk rock, blues rock, country rock, psychedelic pop, folk pop","folk rock, blues rock, country rock, psychedelic pop, folk pop",1966.0,1967.0,1967.0,,1969.0,,,,"One Way Records, RCA, RCA Victor",,,,False,False,False,1.0,,1.0,True,False,False,False,22988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the zombies,The Zombies,1964.0,1969.0,1969.0,1969.0,1964-1969,3,5,1,0,0,3,0,3,0,3,0,She's Not There,2,She's Not There,2,15,48,Odessey & Oracle,95,Odessey & Oracle,95,13,13,"baroque pop, psychedelic pop, rock, pop, british rhythm & blues, beat music, pop rock, art pop","baroque pop, psychedelic pop, rock, pop, british rhythm & blues, beat music, pop rock, art pop",1964.0,1964.0,1964.0,,1969.0,,,,Decca Records,,,,True,False,True,0.0,,0.0,False,False,True,False,2305082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thelma houston,Thelma Houston,1970.0,1979.0,1976.0,1981.0,1970-1981,5,4,4,1,0,1,0,1,1,3,1,Don't Leave Me This Way,1,Save The Country,74,3,51,Anyway You Like It,11,Anyway You Like It,11,37,66,"soul, disco, pop soul, smooth soul, 2008 universal fire victim","soul, disco, pop soul, smooth soul",1970.0,1976.0,1976.0,1976.0,1976.0,1976.0,,,"Almighty Records, Motown, UNI Records",,,,False,False,False,6.0,,6.0,True,False,False,False,12683.0,,,0.0006910850034554,,0.0003680529996319,,,,0.0006910850034554,,0.0003680529996319,,,,1.0,,1.0,,,,0.0,,0.0,,,,3.277779693420963e-33,,4.779556914004557e-41,
third eye blind,Third Eye Blind,1997.0,2000.0,1997.0,2016.0,1997-2016,9,5,7,0,0,3,1,4,3,4,5,Semi-Charmed Life,4,Semi-Charmed Life,4,43,149,Ursa Major,3,Third Eye Blind,25,106,181,"alternative rock, power pop, pop rock, post-grunge, favoritos","alternative rock, power pop, pop rock, post-grunge",1997.0,1997.0,1997.0,,1997.0,2003.0,2009.0,,"East West Records Australia, Elektra, BMG Direct Marketing, Inc., EastWest Japan, Rhino, Mega Collider Records",,,,True,False,True,0.0,12.0,0.0,False,True,True,False,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thirty eight special,Thirty Eight Special,1983.0,1989.0,1977.0,1988.0,1977-1989,7,8,5,0,0,1,0,4,1,6,3,Second Chance,6,If I'd Been The One,19,16,104,Strength In Numbers,17,38 Special,148,5,132,,,1983.0,1983.0,1989.0,,1977.0,1986.0,,,,,,,False,False,False,6.0,,12.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas dolby,Thomas Dolby,1983.0,1984.0,1983.0,1988.0,1983-1988,3,3,4,0,0,1,0,1,2,1,3,She Blinded Me With Science,5,She Blinded Me With Science,5,22,34,The Golden Age Of Wireless,13,The Golden Age Of Wireless,13,28,96,"new wave, synth-pop, pop, punk, british, uk, pop rock, film score, english, rock and indie","new wave, synth-pop, pop, punk, pop rock",1983.0,1983.0,1983.0,,1983.0,1983.0,,,"Capitol Records, Venice In Peril Records",,,,True,False,True,0.0,,0.0,True,False,False,False,10308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas wayne,Thomas Wayne,1959.0,1959.0,,,1959-1959,1,2,0,0,0,1,0,1,0,1,0,Tragedy,5,Tragedy,5,19,20,,0,,0,0,0,rockabilly,rockabilly,1959.0,1959.0,1959.0,,,,,,"Fernwood, Jasmine Records",,,,True,False,True,0.0,,0.0,True,False,False,False,69559.0,0.0055555555555555,0.0055555555555555,0.0013192612137203,0.0013192612137203,0.0010427528675703,0.0010427528675703,0.0055555555555555,0.0055555555555555,0.0013192612137203,0.0013192612137203,0.0010427528675703,0.0010427528675703,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9423883110632077e-43,1.9423883110632077e-43,3.0612352162557954e-45,3.0612352162557954e-45,1.0175823953660341e-22,1.0175823953660341e-22
thompson twins,Thompson Twins,1983.0,1989.0,1982.0,1989.0,1982-1989,8,11,7,0,0,3,1,4,2,9,3,Hold Me Now,3,Lies,30,16,146,Into The Gap,10,In The Name Of Love,148,8,147,"pop, new wave, synthpop, post-punk, dance-pop, new romantic","pop, new wave, post-punk, dance-pop, new romantic",1983.0,1984.0,1984.0,,1982.0,1984.0,1984.0,,"Arista, Music Club Deluxe, Ariola Express, BMG Special Products, Edsel Records, Superfecta Recordings, BMG, BMG Japan",,,,False,False,False,1.0,2.0,2.0,False,True,True,False,1421.0,,0.0032467532467532,0.0005497526113249,0.0005652911249293,0.0002656748140276,0.0002765486725663,,0.0032467532467532,0.0005497526113249,0.0005652911249293,0.0002656748140276,0.0002765486725663,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,4.886991189821207e-28,6.938490579499617e-32,7.238827033813368e-35,1.1393003172417317e-43,1.8734181569721037e-44
three dog night,Three Dog Night,1969.0,1975.0,1969.0,2011.0,1969-2011,10,21,16,3,0,11,5,18,11,21,12,Mama Told Me (Not To Come),1,Easy To Be Hard,4,13,268,Golden Bisquits,5,Was Captured Live At The Forum,6,72,630,"rock, soft rock, pop rock, classic pop and rock, never been to spain, 2008 universal fire victim","rock, soft rock, pop rock",1969.0,1969.0,1969.0,1970.0,1969.0,1969.0,1969.0,,Geffen Records,"rock, classic rock, pop, soft rock, pop rock, arena rock",,"rock, classic rock, pop, soft rock, pop rock, arena rock",True,True,True,0.0,0.0,0.0,False,False,True,True,10794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiffany,Tiffany,1987.0,1989.0,1987.0,1988.0,1987-1989,3,6,2,2,1,4,1,4,2,6,2,Could've Been,1,Could've Been,1,20,97,Tiffany,1,Tiffany,1,69,98,"pop, teen pop, electroclash, electronic, gothic rock, likedis auto, synthpunk, star search, alternative rock, electronic","pop, teen pop, electroclash, electronic, gothic rock, alternative rock, electronic",1987.0,1987.0,1987.0,1987.0,1987.0,1987.0,1987.0,1987.0,"MCA Records, Deko Entertainment, 1080p, Columbia, Jugoton",,,,True,True,True,0.0,0.0,0.0,False,True,True,False,2399834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tim mcgraw,Tim McGraw,1994.0,2026.0,1994.0,2023.0,1994-2026,30,63,24,0,4,3,18,6,19,39,21,Over And Over,3,Indian Outlaw,15,20,935,Not A Moment Too Soon,1,Not A Moment Too Soon,1,115,1491,"country, contemporary country, adult contemporary, country pop, pop, neo-traditionalist country","country, contemporary country, country pop, pop",1994.0,1994.0,1997.0,,1994.0,1994.0,1994.0,1994.0,Curb Records,,country,country,False,True,True,3.0,0.0,0.0,False,False,True,True,21916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timbaland,Timbaland,1997.0,2023.0,1997.0,2009.0,1997-2023,11,22,6,2,0,6,1,9,1,14,6,Promiscuous,1,Up Jumps Da Boogie,12,20,351,Timbaland Presents Shock Value,5,Welcome To Our World,33,37,148,"contemporary r&b, hip hop, electropop, pop, dance-pop, hip hop, pop rap, pop rock","contemporary r&b, hip hop, electropop, pop, dance-pop, hip hop, pop rap, pop rock",1997.0,1997.0,2006.0,2006.0,1998.0,2007.0,2007.0,,"Atlantic, Blackground Enterprises, Blackground Entertainment, Virgin, Blackground Records, Hostile Records, Geffen Records, Mosley Music Group",,,,False,False,False,9.0,9.0,9.0,False,True,True,False,178910.0,0.0019743336623889,,0.0016971525551574,,0.0008709115540932,,0.0163383040751047,,0.0911682991788942,,0.1178934865494472,,21.15212842712842,,543.3577672327675,,1291.558699633646,,0.0003897123949915,,0.0031906810039836,,0.0022591373731332,,1.0505380898282053e-26,,1.0689856718778722e-05,,8.584504506989815e-08,
timex social club,Timex Social Club,1986.0,1986.0,,,1986-1986,1,1,0,0,0,1,0,1,0,1,0,Rumors,8,Rumors,8,19,19,,0,,0,0,0,,,1986.0,1986.0,1986.0,,,,,,"CBS/Sony, Cooltempo, Danya Records Ltd.",,,,True,False,True,0.0,,0.0,True,False,False,False,59381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timi yuro,Timi Yuro,1961.0,1965.0,,,1961-1965,4,11,0,0,0,1,0,2,0,5,0,Hurt,4,Hurt,4,12,68,,0,,0,0,0,soul,soul,1961.0,1961.0,1961.0,,,,,,"Disky Communications B.V., EMI Records USA, Liberty",,,,True,False,True,0.0,,0.0,True,False,False,False,73483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timmy t.,Timmy T.,1990.0,1991.0,1991.0,1991.0,1990-1991,2,4,1,1,0,1,0,1,0,2,1,One More Try,1,One More Try,1,25,52,Time After Time,46,Time After Time,46,23,23,,,1990.0,1990.0,1990.0,1990.0,1991.0,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timmy thomas,Timmy Thomas,1972.0,1984.0,1973.0,1973.0,1972-1984,3,3,1,0,0,1,0,1,0,1,0,Why Can't We Live Together,3,Why Can't We Live Together,3,15,23,Why Can't We Live Together,53,Why Can't We Live Together,53,15,15,soul,soul,1972.0,1972.0,1972.0,,1973.0,,,,"Big Break Records, Collectables, EMI",,,,True,False,True,0.0,,0.0,True,False,False,False,56094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tina turner,Ike & Tina Turner,1960.0,1996.0,1969.0,2023.0,1960-2023,27,36,25,1,0,7,3,11,4,20,9,What's Love Got To Do With It,1,A Fool In Love,27,13,390,All The Best,2,Outta Season,91,12,451,"soul, pop soul, blues, funk, rhythm & blues, ch-8954","soul, pop soul, blues, funk",1960.0,1961.0,1971.0,,1969.0,,,,"Altaya, Selected Sound Carrier, Sue Records, EMI, Orange Leisure, London Records, Blue Thumb Records, Hip‐O Records, Prism Leisure, Blue Moon, LaserLight, LaserLight Digital",,,"soul, r&b, rock, pop, jazz",False,False,False,11.0,,11.0,False,False,True,True,1616.0,,,0.000836820083682,,0.0004800768122899,,,,0.0015062761506276,,0.0008641382621219,,,,2.0,,2.0,,,,0.0,,0.0,,,,2.1252285106729512e-32,,1.1483677387210357e-63,
tlc,TLC,1992.0,2013.0,1992.0,2017.0,1992-2017,11,16,7,4,1,9,3,9,5,13,6,Creep,1,Baby-Baby-Baby,2,33,336,Fanmail,1,Ooooooohhh. . .On The TLC Tip,14,73,295,"contemporary r&b, pop, pop rap, crunk, new jack swing","contemporary r&b, pop, pop rap, crunk, new jack swing",1992.0,1992.0,1992.0,1994.0,1992.0,1992.0,1994.0,1999.0,"Arista, LaFace Records, Legacy, BMG, BMG Direct Marketing, Inc.","r&b, hip hop, soul, new jack swing, electronic, dance-pop",,"r&b, hip hop, soul, new jack swing, electronic, dance-pop",True,False,True,0.0,2.0,0.0,False,False,True,True,2019928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
todd rundgren,Todd Rundgren,1972.0,1983.0,1971.0,1991.0,1971-1991,12,8,14,0,0,1,0,2,0,4,4,Hello It's Me,5,I Saw The Light,16,14,73,Something/Anything?,29,Runt,185,6,217,"experimental rock, art pop, power pop, progressive pop, singer-songwriter, blue-eyed soul, composer, arranger, pop rock, songwriter","experimental rock, art pop, power pop, progressive pop, singer-songwriter, blue-eyed soul, pop rock",1972.0,1972.0,1973.0,,1971.0,,,,"Bearsville Records, Essential! Records, Flashback Records",,,"classic rock, pop rock, rock, power pop, pop",False,False,False,1.0,,2.0,True,False,False,False,2709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom clay,Tom Clay,1971.0,1971.0,1971.0,1971.0,1971-1971,1,1,1,0,0,1,0,1,0,1,0,"What The World Needs Now Is Love/Abraham, Martin and John",8,"What The World Needs Now Is Love/Abraham, Martin and John",8,9,9,What The World Needs Now Is Love,92,What The World Needs Now Is Love,92,5,5,,,1971.0,1971.0,1971.0,,1971.0,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,99265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom cochrane,Tom Cochrane,1992.0,1992.0,1980.0,1992.0,1980-1992,6,2,6,0,0,1,0,1,0,1,1,Life Is A Highway,6,Life Is A Highway,6,26,30,Mad Mad World,46,Don't Fight It,146,5,99,"rock, canadian, country","rock, country",1992.0,1992.0,1992.0,,1980.0,,,,Capitol Records,,,,True,False,False,0.0,,12.0,True,False,False,False,3088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom jones,Tom Jones,1965.0,1988.0,1967.0,2010.0,1965-2010,16,28,20,0,0,5,4,11,7,22,9,She's A Lady,2,What's New Pussycat?,3,12,272,Tom Jones Live In Las Vegas,3,"Green, Green Grass Of Home",65,45,547,"pop, pop soul, traditional pop, 2008 universal fire victim, ballad, blue-eyed soul, welsh, lyricist","pop, pop soul, traditional pop, ballad, blue-eyed soul",1965.0,1965.0,1965.0,,1967.0,1968.0,1969.0,,"Decca Records, Dynamic, London Records, Black Box, Deram, Parrot, Parrot Records, Time-Life Records, Jerden",,,,True,False,True,0.0,2.0,0.0,False,False,True,True,1208374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom parker,Tom Parker,1972.0,1972.0,,,1972-1972,1,1,0,0,0,1,0,1,0,1,0,Joy,6,Joy,6,14,14,,0,,0,0,0,,,1972.0,1972.0,1972.0,,,,,,,ballad,,ballad,True,False,True,0.0,,0.0,True,False,False,False,929638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom petty,Tom Petty,1978.0,2006.0,1989.0,2021.0,1978-2021,8,8,5,0,0,1,4,3,4,5,4,Free Fallin',7,Listen To Her Heart,59,6,95,Full Moon Fever,3,Full Moon Fever,3,77,160,"rock, southern rock, rock, pop rock, heartland rock, power pop, singer/songwriter, southern rock, 2008 universal fire victim, 2008 universal fire victim","rock, southern rock, rock, pop rock, heartland rock, power pop, southern rock",1978.0,1989.0,1989.0,,1989.0,1989.0,1989.0,,"Island, Shelter Records, Live Line, MCA Records, BMG Direct Marketing, Inc., Geffen Records",,,,False,True,False,11.0,0.0,11.0,True,False,False,True,196.0,,,0.0004024144869215,,0.0002089864158829,,,,0.0656701125376979,,0.0916276381460611,,,,169.653543678545,,451.9913808413779,,,,0.0,,0.0,,,,1.7986702094849715e-10,,6.422149700049246e-10,
tom petty and the heartbreakers,Tom Petty And The Heartbreakers,1977.0,1996.0,1977.0,2022.0,1977-2022,19,18,19,0,0,2,8,8,12,12,16,Stop Draggin' My Heart Around,3,Breakdown,40,17,217,Damn The Torpedoes,2,Tom Petty + The Heartbreakers,55,42,1064,"rock, southern rock, heartland rock, pop rock, power pop, classic rock, 2008 universal fire victim","rock, southern rock, heartland rock, pop rock, power pop, classic rock",1977.0,1979.0,1979.0,,1977.0,1979.0,1979.0,,"Laser Media, Shelter Records, BMG Direct Marketing, Inc., Backstreet Records, Geffen Records",,,"heartland rock, hard rock",False,False,False,2.0,2.0,2.0,False,False,True,True,11050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy boyce & bobby hart,Tommy Boyce & Bobby Hart,1967.0,1968.0,1967.0,1968.0,1967-1968,2,4,2,0,0,1,0,1,0,3,0,I Wonder What She's Doing Tonite,8,I Wonder What She's Doing Tonite,8,14,37,I Wonder What She's Doing Tonite?,109,Test Patterns,200,1,6,,,1967.0,1967.0,1967.0,,1967.0,,,,,pop rock,,pop rock,True,False,True,0.0,,0.0,True,False,False,False,175633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy edwards,Tommy Edwards,1958.0,1960.0,,,1958-1960,3,14,0,1,0,1,0,4,0,8,0,It's All In The Game,1,It's All In The Game,1,22,128,,0,,0,0,0,,,1958.0,1958.0,1958.0,1958.0,,,,,"Gold Dust, MGM Records",,,,True,False,True,0.0,,0.0,True,False,False,False,50140.0,0.0051020408163265,0.0051020408163265,0.0014492753623188,0.0014492753623188,0.0011467889908256,0.0011467889908256,0.0051020408163265,0.0051020408163265,0.0019323671497584,0.0019323671497584,0.0971728197192439,0.0971728197192439,1.0,1.0,1.5,1.5,88.68690476190487,88.68690476190487,0.0,0.0,0.0,0.0,0.0,0.0,1.6772423151471067e-28,1.6772423151471067e-28,1.4798254138965723e-34,1.4798254138965723e-34,1.825395250683205e-05,1.825395250683205e-05
tommy james,Tommy James,1970.0,1981.0,1967.0,1980.0,1967-1981,9,13,9,0,0,1,1,2,1,4,2,Draggin' The Line,4,Ball And Chain,57,7,92,Crimson & Clover,8,I Think We're Alone Now,74,18,131,"psychedelic rock, rock, psychedelic pop, pop rock, garage rock","psychedelic rock, rock, psychedelic pop, pop rock, garage rock",1970.0,1971.0,1971.0,,1967.0,1969.0,1969.0,,"Roulette, Rhino, Wise Buy, RevOla Records",,,,False,False,False,1.0,2.0,2.0,True,True,False,False,58720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy james and the shondells,Tommy James And The Shondells,1966.0,1970.0,2011.0,2011.0,1966-2011,6,19,1,2,0,7,0,9,0,18,0,Hanky Panky,1,Hanky Panky,1,12,188,The Essentials,131,The Essentials,131,7,7,,,1966.0,1966.0,1966.0,1966.0,2011.0,,,,,,,,True,False,True,0.0,,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy page,Tommy Page,1989.0,1990.0,1989.0,1991.0,1989-1991,3,3,3,1,0,1,0,1,0,3,1,I'll Be Your Everything,1,A Shoulder To Cry On,29,20,48,Paintings In My Mind,38,Tommy Page,166,5,30,pop,pop,1989.0,1990.0,1990.0,1990.0,1989.0,,,,"Sire Records, Warner Bros. Records",,,,False,False,False,1.0,,1.0,True,False,False,False,76694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy richman,Tommy Richman,2024.0,2025.0,,,2024-2025,2,3,0,0,0,1,0,1,0,2,0,Million Dollar Baby,2,Million Dollar Baby,2,33,47,,0,,0,0,0,house,house,2024.0,2024.0,2024.0,,,,,,"ISO Supremacy, PULSE Records, Westwood Recordings",house,,house,True,False,True,0.0,,0.0,True,False,False,False,2617454.0,,,7.584376185058778e-05,7.584376185058778e-05,4.0230116265036e-05,4.0230116265036e-05,,,0.1205300223484951,0.1205300223484951,0.1254171669224797,0.1254171669224797,,,1644.723781202453,1644.723781202453,3221.033050893294,3221.033050893294,,,0.0,0.0,0.0,0.0,,,4.952930823866762e-07,4.952930823866762e-07,7.266147366271962e-09,7.266147366271962e-09
tommy roe,Tommy Roe,1962.0,1973.0,1967.0,1970.0,1962-1973,10,22,4,2,0,6,0,6,0,14,2,Sheila,1,Sheila,1,14,186,12 In A Roe/A Collection Of Tommy Roe's Greatest Hits,21,It's Now Winters Day,159,3,56,"pop, bubblegum pop, rock and roll, 2008 universal fire victim","pop, bubblegum pop, rock and roll",1962.0,1962.0,1962.0,1962.0,1967.0,,,,"ABC Records, ABC-Paramount, Philips","pop, rock, rockabilly, doo-wop",,"pop, rock, rockabilly, doo-wop",True,False,True,0.0,,0.0,False,False,True,False,38594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommy tutone,Tommy Tutone,1980.0,1982.0,1980.0,1983.0,1980-1983,3,2,2,0,0,1,0,1,1,2,1,867-5309/jenny,4,Angel Say No,38,8,35,Tommy Tutone,20,Tommy Tutone,20,43,46,rock,rock,1980.0,1982.0,1982.0,,1980.0,1980.0,,,,pop,,"power pop, new wave, rock, classic rock, pop",False,False,False,2.0,,2.0,True,False,False,False,2401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tone-loc,Tone-Loc,1988.0,1991.0,1989.0,1989.0,1988-1991,3,3,1,0,1,2,1,2,1,2,1,Wild Thing,2,Wild Thing,2,25,50,Loc-ed After Dark,1,Loc-ed After Dark,1,42,42,,,1988.0,1988.0,1988.0,,1989.0,1989.0,1989.0,1989.0,,,,,True,True,True,0.0,0.0,0.0,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
