performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums
the charlie daniels band,The Charlie Daniels Band,1975.0,1982.0,1974.0,1989.0,1974-1989,10,7,11,0,0,1,1,2,2,5,5,The Devil Went Down To Georgia,3,The South's Gonna Do It,29,10,81,Million Mile Reflections,5,Fire On The Mountain,38,34,219,"country, southern rock, rock, country rock, outlaw country, blues rock, bluegrass","country, southern rock, rock, country rock, outlaw country, blues rock, bluegrass",1975.0,1979.0,1979.0,,1974.0,1979.0,1979.0,,"Smith Music Group, Epic, Epic Nashville, Kama Sutra, Legacy",,,"country, rock, southern rock",False,False,False,4,5,5,True,True,False,False
the chi-lites,The Chi-lites,1969.0,1975.0,1969.0,1983.0,1969-1983,10,21,10,1,0,2,1,2,2,7,3,Oh Girl,1,Give It Away,88,6,156,A Lonely Man,5,Give It Away,180,3,152,,,1969.0,1971.0,1971.0,1972.0,1969.0,1971.0,1972.0,,,,,,False,False,False,2,3,2,False,True,True,False
the chicks,The Chicks,,,2020.0,2021.0,2020-2021,2,0,2,0,0,0,1,0,1,0,1,,0,,0,0,0,Gaslighter,3,Gaslighter,3,6,9,"country, contemporary country, bluegrass, folk, traditional country, neo-traditional country, progressive bluegrass, pop rock, contemporary folk, country pop","country, contemporary country, bluegrass, folk, traditional country, neo-traditional country, progressive bluegrass, pop rock, contemporary folk, country pop",,,,,2020.0,2020.0,2020.0,,Columbia,,,,False,True,True,,0,0,False,True,False,False
the civil wars,The Civil Wars,2012.0,2012.0,2011.0,2014.0,2011-2014,4,1,5,0,1,0,2,0,2,1,3,Safe & Sound,30,Safe & Sound,30,17,17,The Civil Wars,1,Barton Hollow,10,102,125,"americana, indie folk, country folk","americana, indie folk, country folk",2012.0,,,,2011.0,2011.0,2011.0,2013.0,"Columbia, Dine Alone Records, Sony Music",,,,False,True,True,,0,0,False,False,False,True
the clash,The Clash,1980.0,1982.0,1979.0,2008.0,1979-2008,9,3,11,0,0,1,1,1,1,3,3,Rock The Casbah,8,Train In Vain (Stand By Me),23,14,61,Combat Rock,7,The Clash,126,6,172,"punk rock, dance-punk, post-punk, new wave, british, punk, reggae rock, reino unido","punk rock, dance-punk, post-punk, new wave, punk, reggae rock",1980.0,1982.0,1982.0,,1979.0,1982.0,1982.0,,"CBS, Columbia, Epic, BMG Direct Marketing, Inc., Chrome Dreams, BMG Direct, CBS/Sony",,,,False,False,False,2,3,3,True,True,False,False
the cranberries,The Cranberries,1993.0,1996.0,1993.0,2019.0,1993-2019,8,3,8,0,0,1,2,1,5,3,6,Linger,8,Linger,8,24,64,To The Faithful Departed,4,"Everybody Else Is Doing It, So Why Can't We?",18,136,297,"alternative rock, rock, pop rock, dream pop, jangle pop, soft rock, acoustic rock, ethereal wave, celtic rock, chamber pop","alternative rock, rock, pop rock, dream pop, jangle pop, soft rock, acoustic rock, ethereal wave, celtic rock, chamber pop",1993.0,1993.0,1993.0,,1993.0,1993.0,1994.0,,"Hawk, Island, Island Records Group, BMG Direct Marketing, Inc., Columbia House",,,,True,False,True,0,1,0,True,False,False,True
the cult,The Cult,1989.0,1989.0,1985.0,2016.0,1985-2016,9,2,9,0,0,0,1,0,1,1,5,Fire Woman,46,Fire Woman,46,11,15,Sonic Temple,10,Love,87,34,128,"hard rock, post-punk, alternative rock, gothic rock, rock, big music, alternative rock, shoegaze, experimental, psychedelic","hard rock, post-punk, alternative rock, gothic rock, rock, alternative rock, shoegaze, experimental, psychedelic",1989.0,,,,1985.0,1989.0,1989.0,,"Aderra, BMG Direct Marketing, Inc., Beggars Banquet, BMG Music International, Sire Records, Reprise Records",,,,False,False,False,,4,4,False,True,False,False
the cure,The Cure,1986.0,1996.0,1983.0,2024.0,1983-2024,21,14,22,0,0,1,3,2,8,6,12,Love Song,2,In Between Days,99,1,131,Wish,2,The Walk,177,9,369,"gothic rock, new wave, post-punk, alternative rock, british, goth, dark, english, rock, synthpop","gothic rock, new wave, post-punk, alternative rock, rock",1986.0,1989.0,1989.0,,1983.0,1989.0,1992.0,,"Elektra, Fiction, Kiss the Stone, Asylum Records, [no label], On Stage, Polydor, Sire Records, Fiction Records, Rhino, UMC, Brigand, Columbia House, BMG Direct Marketing, Inc., BMG Direct",,,rock,False,False,False,3,9,6,True,False,False,True
the dave clark five,The Dave Clark Five,1964.0,1967.0,1967.0,1993.0,1964-1993,5,24,4,1,0,8,1,14,1,21,1,Over And Over,1,Because,3,10,206,The Dave Clark Five's Greatest Hits,9,The Dave Clark Five's Greatest Hits,9,62,73,"pop, british, uk, psychedelic pop, pop rock, english, merseybeat, rock & roll, beat music","pop, psychedelic pop, pop rock, merseybeat, beat music",1964.0,1964.0,1964.0,1965.0,1967.0,1967.0,1967.0,,"Epic, Columbia Records, BMG Rights Management, Crystal Beats","rock, pop, pop rock, rock and roll, beat music",,"rock, pop, pop rock, rock and roll, beat music",True,True,True,0,0,0,False,True,True,False
the dead weather,The Dead Weather,,,2009.0,2015.0,2009-2015,3,0,3,0,0,0,3,0,3,0,3,,0,,0,0,0,Sea Of Cowards,5,Horehound,6,10,20,"alternative rock, garage rock, blues rock, american, garage rock revival","alternative rock, garage rock, blues rock, garage rock revival",,,,,2009.0,2009.0,2009.0,,"Columbia, Sony Music Entertainment Australia Pty Ltd., Sony Records International",,,,False,True,True,,0,0,False,False,False,True
the decemberists,The Decemberists,,,2005.0,2024.0,2005-2024,8,0,11,0,1,0,3,0,4,0,6,,0,,0,0,0,The King Is Dead,1,Picaresque,128,2,75,"indie folk, indie rock, folk rock, indie pop, progressive folk, rock music, american","indie folk, indie rock, folk rock, indie pop, progressive folk",,,,,2005.0,2009.0,2011.0,2011.0,"Jealous Butcher Records, Kill Rock Stars, Rough Trade, Capitol Records, Stage Three Music Ltd., BMG Direct Marketing, Inc., EMI",,,,False,False,False,,6,6,False,False,False,True
the devil wears prada,The Devil Wears Prada,,,2007.0,2022.0,2007-2022,10,0,10,0,0,0,2,0,4,0,5,,0,,0,0,0,Zombie (EP),10,Plagues,57,3,31,"metalcore, post-hardcore, hardcore, christian, christian metalcore","metalcore, post-hardcore",,,,,2007.0,2009.0,2010.0,,"Dope, Rise Records, Ferret Music",,,metalcore,False,False,False,,3,3,False,False,False,True
the diamonds,The Diamonds,1958.0,1961.0,2010.0,2015.0,1958-2015,6,5,3,0,0,0,1,1,1,4,2,She Say (Oom Dooby Doom),18,Walking Along,29,12,46,FROOT,8,The Family Jewels,138,1,9,canadian,,1958.0,1959.0,,,,,,,,,,,False,False,False,,,,False,True,False,False
the doobie brothers,The Doobie Brothers,1972.0,1989.0,1972.0,2025.0,1972-2025,17,27,16,2,1,5,8,10,10,18,12,Black Water,1,Listen To The Music,11,13,280,Minute By Minute,1,Toulouse Street,21,119,642,"rock, soft rock, pop rock, blue-eyed soul, classic rock, pop, rock music, soul music, popular music, yacht rock","rock, soft rock, pop rock, blue-eyed soul, classic rock, pop, yacht rock",1972.0,1972.0,1973.0,1974.0,1972.0,1973.0,1973.0,1978.0,"Old Gold, Rhino, Warner Bros. Records, Friday Music, Mobile Fidelity Sound Lab, Music on Vinyl",,rock,rock,False,False,False,1,1,1,False,False,True,True
the doors,The Doors,1967.0,1983.0,1967.0,2023.0,1967-2023,22,15,28,2,1,3,7,6,8,10,13,Light My Fire,1,Light My Fire,1,23,140,Waiting For The Sun,1,The Doors,2,122,644,"psychedelic rock, blues rock, acid rock, rock, classic rock, hard rock, rock and roll, gothic rock, proto-punk, contemporary pop/rock","psychedelic rock, blues rock, acid rock, rock, classic rock, hard rock, rock and roll, gothic rock, proto-punk",1967.0,1967.0,1967.0,1967.0,1967.0,1967.0,1967.0,1968.0,"Disques Vogue, Duchesse, Elektra, Alegra, Analogue Productions, Audio Fidelity, Atlantic, DCC Compact Classics",,,,True,True,True,0,0,0,False,False,True,True
the emotions,The Emotions,1962.0,1979.0,1976.0,1981.0,1962-1981,10,11,6,1,0,2,1,2,1,4,3,Best Of My Love,1,Echo,76,6,109,Rejoice,7,Flowers,45,27,101,"chicago soul, soul, girl group, southern soul, disco, smooth soul, r&b, doo wop, dance and electronica","chicago soul, soul, southern soul, disco, smooth soul, r&b",1962.0,1977.0,1977.0,1977.0,1976.0,1977.0,1977.0,,"Fantasy, Stax, Volt, Columbia, Gold Legion, Sony Records, Legacy, Expansion",,r&b,"disco, r&b",False,False,False,15,1,15,False,True,True,False
the family,The Family,1985.0,1998.0,1972.0,1997.0,1972-1998,7,3,7,0,1,0,1,1,1,1,2,Victory,19,Screams Of Passion,63,6,31,No Way Out,1,Fearless,177,7,202,"funk, soul, hip hop, psychedelic soul, disco, pop soul, rhythm & blues, indie rock, drone, garage rock","funk, soul, hip hop, psychedelic soul, disco, pop soul, indie rock, drone, garage rock",1985.0,,,,1972.0,,,,,,,,False,False,False,,,,False,True,False,False
the fixx,The Fixx,1982.0,1991.0,1982.0,1991.0,1982-1991,7,9,7,0,0,1,1,4,2,6,3,One Thing Leads To Another,4,Stand Or Fall,76,8,111,Reach The Beach,8,Shuttered Room,106,51,190,"british, new wave, uk, english, 2008 universal fire victim",new wave,1982.0,1983.0,1983.0,,1982.0,1983.0,1983.0,,"Disky, BMG Direct Marketing, Inc., Cleopatra Records, Jellybean Recordings, Fuel Records, MCA Records, Rainman, Geffen Records","new wave, rock, pop, alternative rock, classic rock",,"new wave, rock, pop, alternative rock, classic rock",False,False,False,1,1,1,True,True,False,False
the flaming lips,The Flaming Lips,1994.0,1994.0,1995.0,2020.0,1994-2020,13,1,12,0,0,0,1,0,2,0,4,She Don't Use Jelly,55,She Don't Use Jelly,55,20,20,Embryonic,8,Transmissions From The Satellite Heart,108,11,52,"alternative rock, neo-psychedelia, psychedelic pop, experimental rock, noise pop, psychedelic rock, indie rock, noise rock, rock music, psychedelic rock music","alternative rock, neo-psychedelia, psychedelic pop, experimental rock, noise pop, psychedelic rock, indie rock, noise rock",1994.0,,,,1995.0,2006.0,2009.0,,"Warner Bros. Records, Rhino, Warner Music Australia, wea",,,alternative rock,False,False,False,,14,15,False,True,False,False
the floaters,The Floaters,1977.0,1977.0,1977.0,1978.0,1977-1978,2,1,2,0,0,1,1,1,1,1,1,Float On,2,Float On,2,16,16,Floaters,10,Floaters,10,25,33,,,1977.0,1977.0,1977.0,,1977.0,1977.0,1977.0,,"ABC Records, Geffen Records, Half Moon, Fee Records",,,,True,True,True,0,0,0,True,True,False,False
the fray,The Fray,2006.0,2014.0,2005.0,2016.0,2005-2016,9,10,5,0,1,3,3,3,4,6,4,How To Save A Life,3,How To Save A Life,3,58,200,The Fray,1,How To Save A Life,14,92,166,"alternative rock, rock, pop, pop and chart, death metal, groove metal","alternative rock, rock, pop, death metal, groove metal",2006.0,2006.0,2006.0,,2005.0,2005.0,2009.0,2009.0,"Epic, Legacy, Sony BMG Music Entertainment, The Label Group",,,,True,False,False,0,4,1,False,False,True,True
the game,The Game,2004.0,2022.0,2004.0,2022.0,2004-2022,12,14,17,0,3,2,9,2,11,6,12,Hate It Or Love It,2,How We Do,4,28,157,The Documentary,1,Untold Story,146,3,146,"hip hop, house, techno, gangsta rap, punk, vgm, video game music, modern classical, brass quintet, brass ensemble","hip hop, house, techno, gangsta rap, punk, modern classical",2004.0,2004.0,2004.0,,2004.0,2005.0,2005.0,2005.0,"Aftermath Entertainment, G Unit, Interscope Records, Fast Life Music, Fastlife, Get Low Digital, Blood Money Entertainment, Ca$h Machine Records",,,,True,False,True,0,1,0,False,False,True,True
the gaslight anthem,The Gaslight Anthem,,,2008.0,2023.0,2008-2023,6,0,7,0,0,0,2,0,3,0,3,,0,,0,0,0,Handwritten,3,The '59 Sound,70,1,23,"punk, heartland rock, punk rock, folk punk, punk blues","punk, heartland rock, punk rock, folk punk, punk blues",,,,,2008.0,2010.0,2012.0,,"SideOneDummy Records, Mercury Records",,,,False,False,False,,4,4,False,False,False,True
the georgia satellites,The Georgia Satellites,1986.0,1988.0,1986.0,1989.0,1986-1989,4,3,3,0,0,1,1,1,1,2,1,Keep Your Hands To Yourself,2,Keep Your Hands To Yourself,2,20,39,Georgia Satellites,5,Georgia Satellites,5,42,68,"southern rock, boogie rock, hard rock","southern rock, boogie rock, hard rock",1986.0,1986.0,1986.0,,1986.0,1986.0,1986.0,,"Elektra, Flashback Records, X5 Music Group, BMG Direct Marketing, Inc., Columbia House","rock, hard rock, southern rock, classic rock, roots rock",southern rock,"rock, hard rock, southern rock, classic rock, roots rock",True,True,True,0,0,0,True,True,False,False
the guess who,The Guess Who,1965.0,1974.0,1969.0,1975.0,1965-1975,8,19,14,1,0,6,1,8,3,16,6,American Woman/No Sugar Tonight,1,Shakin' All Over,22,11,206,American Woman,9,Wheatfield Soul,45,19,278,"blues rock, rock, pop rock, garage rock, hard rock, psychedelic rock, boogie rock, beat music, classic rock, merseybeat","blues rock, rock, pop rock, garage rock, hard rock, psychedelic rock, boogie rock, beat music, classic rock, merseybeat",1965.0,1969.0,1969.0,1970.0,1969.0,1970.0,1970.0,,"Carinco Neue Medien GmbH, Friday Music, Legend Records Inc, RCA Victor, BMG Direct Marketing, Inc., RCA, Sony BMG Music Entertainment Custom Marketing Group, BMG Canada, Iconoclassic Records, IronBird Records, ADA Sound Ltd., Buddha Records, Cisco Music",,,,False,False,False,4,1,4,False,True,True,False
the head and the heart,The Head And The Heart,,,2011.0,2019.0,2011-2019,4,0,4,0,0,0,2,0,3,0,3,,0,,0,0,0,Signs Of Light,5,The Head And The Heart,109,16,33,indie folk,indie folk,,,,,2011.0,2013.0,2013.0,,"Heavenly Recordings, Sub Pop Records",,,,False,False,False,,2,2,False,False,False,True
the highwomen,The Highwomen,,,2019.0,2019.0,2019-2019,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,The Highwomen,10,The Highwomen,10,5,5,country,country,,,,,2019.0,2019.0,2019.0,,"Elektra, Low Country Sound",,,,False,True,True,,0,0,False,True,False,False
the honeydrippers,The Honeydrippers,1984.0,1985.0,1984.0,1984.0,1984-1985,2,2,1,0,0,1,1,1,1,2,1,Sea Of Love,3,Sea Of Love,3,20,31,Volume One,4,Volume One,4,31,31,,,1984.0,1984.0,1984.0,,1984.0,1984.0,1984.0,,"Es Paranza, Rhino, Warner Music Australia","rock, pop, classic rock, soul, rockabilly, roots rock, r&b",,"rock, pop, classic rock, soul, rockabilly, roots rock, r&b",True,True,True,0,0,0,True,True,False,False
the human league,The Human League,1982.0,1995.0,1982.0,1986.0,1982-1995,6,8,5,2,0,3,1,3,1,7,3,Don't You Want Me,1,Don't You Want Me,1,28,119,Dare,3,Dare,3,38,112,"synth-pop, new wave, electronic, minimal synth, new romantic, pop","synth-pop, new wave, electronic, minimal synth, new romantic, pop",1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,,"Virgin, [no label], A&M Records, Caroline Records, EMI United Kingdom",,,,True,True,True,0,0,0,False,True,True,False
the isley brothers,The Isley Brothers,1959.0,2003.0,1969.0,2006.0,1959-2006,29,40,28,0,2,3,9,7,12,17,17,It's Your Thing,2,Shout - Part 1,47,12,377,The Heat Is On,1,It's Our Thing,22,18,560,"soul, funk, rock, r&b, rhythm & blues, smooth soul, funk rock, progressive soul","soul, funk, rock, r&b, smooth soul, funk rock, progressive soul",1959.0,1962.0,1969.0,,1969.0,1973.0,1973.0,1975.0,"Retro Music, Trace, Wand, Tamla Motown, Tamla, Legacy, Sony Music Custom Marketing Group, T-Neck, Epic, Epic Associated, Yellow Label",,,,False,False,False,10,4,10,False,False,True,True
the j. geils band,The J. Geils Band,1971.0,1985.0,1971.0,1984.0,1971-1985,15,17,15,1,1,2,2,3,3,10,8,Centerfold,1,Looking For A Love,39,10,174,Freeze-frame,1,The Morning After,64,17,334,"blues rock, rock, new wave, pop rock, blue-eyed soul, boogie rock","blues rock, rock, new wave, pop rock, blue-eyed soul, boogie rock",1971.0,1974.0,1981.0,1981.0,1971.0,1973.0,1973.0,1981.0,"Flashback Records, Atlantic, Rhino, EMI, EMI America, EMI Plus, Unidisc, Mobile Fidelity Sound Lab, BMG Direct Marketing, Inc., Capitol Records","rock, new wave, classic rock",,"rock, blues rock, classic rock, mainstream rock",False,False,False,10,2,2,False,False,True,True
the jackson 5,The Jackson 5,,,1970.0,1984.0,1970-1984,4,0,6,0,0,0,4,0,5,0,5,,0,,0,0,0,ABC,4,ABC,4,50,213,,,,,,,1970.0,1970.0,1970.0,,,,,,False,True,True,,0,0,False,False,False,True
the jacksons,The Jacksons,1976.0,1989.0,1971.0,1989.0,1971-1989,12,13,12,0,0,3,1,5,5,8,8,State of Shock,3,Enjoy Yourself,6,21,150,Triumph,10,Goin' Back To Indiana,16,26,271,"soul, pop soul, pop, funk, bubblegum pop","soul, pop soul, pop, funk, bubblegum pop",1976.0,1976.0,1976.0,,1971.0,1971.0,1980.0,,"Epic, Philadelphia International Records, Motown, Universal Motown, Tamla Motown, Camden, Hip‐O Records, Sony BMG Music Entertainment, LaFace Records, Legacy",,,,True,False,False,0,9,5,False,True,True,False
the jimi hendrix experience,The Jimi Hendrix Experience,1967.0,1968.0,1968.0,2022.0,1967-2022,11,4,11,0,1,0,3,1,3,1,7,All Along The Watchtower,20,Purple Haze,65,8,29,Electric Ladyland,1,Electric Ladyland,1,40,168,"psychedelic rock, blues rock, acid rock, hard rock, american, british, united kingdom, sexual, energetic, rock","psychedelic rock, blues rock, acid rock, hard rock, rock",1967.0,1968.0,,,1968.0,1968.0,1968.0,1968.0,"BMG Direct Marketing, Inc., Columbia House, Experience Hendrix, Analogue Productions, Barclay, Classic Records",,,,False,True,False,,0,1,False,False,False,True
the kid laroi,The Kid LAROI,2020.0,2026.0,2020.0,2026.0,2020-2026,7,23,3,1,1,4,2,5,2,10,3,Stay,1,Without You,8,38,223,F*ck Love,1,F*ck Love,1,164,201,"hip hop, emo rap, rap, 2020s, gen z, english, pop rap","hip hop, emo rap, pop rap",2020.0,2020.0,2020.0,2021.0,2020.0,2020.0,2020.0,2020.0,Columbia,,,,True,True,True,0,0,0,False,False,True,True
the killers,The Killers,2004.0,2012.0,2004.0,2023.0,2004-2023,13,11,11,0,1,1,7,2,9,3,9,Mr. Brightside,10,Somebody Told Me,51,20,133,Wonderful Wonderful,1,Hot Fuss,7,108,247,"alternative rock, indie rock, pop rock, heartland rock, new wave, post-punk revival, big music, christmas music, rock, punk","alternative rock, indie rock, pop rock, heartland rock, new wave, post-punk revival, christmas music, rock, punk",2004.0,2005.0,2005.0,,2004.0,2004.0,2004.0,2017.0,"Island, Lizard King Records, Universal, BMG Direct Marketing, Inc., EMI",,alternative rock,alternative rock,False,True,True,1,0,0,True,False,False,True
the kinks,The Kinks,1964.0,1984.0,1967.0,1993.0,1964-1993,24,22,27,0,0,5,1,7,5,17,9,Tired Of Waiting For You,6,All Day And All Of The Night,7,12,217,The Kinks Greatest Hits!,9,The Kinks Greatest Hits!,9,64,406,"rock, rock & roll, mod, beat music, british, pop rock, rock and roll, english, garage rock, pop","rock, mod, beat music, pop rock, rock and roll, garage rock, pop",1964.0,1964.0,1964.0,,1967.0,1967.0,1967.0,,"BMG, Pye Records, Reprise Records, Castle Music, Castle Select, Edel Company",,,,True,True,True,0,0,0,False,True,True,False
the knack,The Knack,1979.0,1994.0,1979.0,1981.0,1979-1994,4,6,3,1,1,1,1,2,2,3,2,My Sharona,1,My Sharona,1,22,61,Get The Knack,1,Get The Knack,1,40,60,"new wave, power pop, rock, classic rock, psychedelic rock, pop rock, garage rock, pop rock, psychedelic rock, beat music","new wave, power pop, rock, classic rock, psychedelic rock, pop rock, garage rock, pop rock, psychedelic rock, beat music",1979.0,1979.0,1979.0,1979.0,1979.0,1979.0,1979.0,1979.0,"A&M Records, CEMA Special Markets, Capitol Records, Beat Goes On Records, Columbia House",,,,True,True,True,0,0,0,True,True,False,False
the lettermen,The Lettermen,1961.0,1971.0,1967.0,1974.0,1961-1974,13,20,18,0,0,2,1,6,3,10,6,When I Fall In Love,7,When I Fall In Love,7,14,168,The Lettermen!!!...And 'Live!',10,The Lettermen!!!...And 'Live!',10,48,316,"pop, rock","pop, rock",1961.0,1961.0,1961.0,,1967.0,1967.0,1967.0,,Capitol Records,,,,True,True,True,0,0,0,False,True,True,False
the london festival orchestra (knight),The London Festival Orchestra (Knight),,,1968.0,1968.0,1968-1968,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Days Of Future Past,3,Days Of Future Past,3,106,106,,,,,,,1968.0,1968.0,1968.0,,,,,,False,True,True,,0,0,False,True,False,False
the london symphony orchestra,The London Symphony Orchestra,,,1986.0,2020.0,1986-2020,5,0,5,0,0,0,1,0,1,0,1,,0,,0,0,0,Star Wars Episode III: Revenge Of The Sith (Soundtrack),6,A Classic Case,93,13,57,,,,,,,1986.0,2005.0,2005.0,,,,,,False,False,False,,19,19,False,True,False,False
the london symphony orchestra & the english chamber choir (measham),The London Symphony Orchestra & The English Chamber Choir (Measham),,,1974.0,1974.0,1974-1974,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Journey To The Centre Of The Earth,3,Journey To The Centre Of The Earth,3,27,27,,,,,,,1974.0,1974.0,1974.0,,,,,,False,True,True,,0,0,False,True,False,False
the lonely island,The Lonely Island,2009.0,2014.0,2009.0,2016.0,2009-2016,5,7,4,0,0,0,2,0,3,1,3,I Just Had Sex,30,I'm On A Boat,56,20,39,Turtleneck & Chain,3,Incredibad,13,32,56,"comedy, hip hop, comedy rap, comedy hip hop","comedy, hip hop, comedy hip hop",2009.0,,,,2009.0,2009.0,2011.0,,"Polydor, Republic Records, Universal Republic Records, Broadway Video",,,,False,False,False,,2,2,False,False,False,True
the lovin' spoonful,The Lovin' Spoonful,1965.0,1969.0,1967.0,1976.0,1965-1976,6,14,6,1,0,7,1,9,2,11,2,Summer In The City,1,Do You Believe In Magic,9,13,117,The Best Of The Lovin' Spoonful,3,The Best Of The Lovin' Spoonful,3,52,98,,,1965.0,1965.0,1965.0,1966.0,1967.0,1967.0,1967.0,,,,,,True,True,True,0,0,0,False,True,True,False
the lox,The Lox,1998.0,2000.0,1998.0,2020.0,1998-2020,5,2,6,0,0,0,2,0,2,1,3,If You Think I'm Jiggy,30,If You Think I'm Jiggy,30,13,20,"Money, Power & Respect",3,"Money, Power & Respect",3,22,42,"hip hop, east coast hip hop","hip hop, east coast hip hop",1998.0,,,,1998.0,1998.0,1998.0,,"Bad Boy Entertainment, Bad Boy Records, Rhino Atlantic",,,,False,True,True,,0,0,False,False,False,True
the lumineers,The Lumineers,2012.0,2023.0,2012.0,2025.0,2012-2025,6,4,5,0,1,1,4,2,5,2,5,Ho Hey,3,Ho Hey,3,62,95,Cleopatra,1,The Lumineers,2,131,262,"americana, indie folk, folk pop, folk rock, stomp and holler, piano rock, country folk, indie pop, alternative country","americana, indie folk, folk pop, folk rock, stomp and holler, piano rock, country folk, indie pop, alternative country",2012.0,2012.0,2012.0,,2012.0,2012.0,2012.0,2016.0,"Dualtone, Decca Records, Dine Alone Records",,,,True,True,True,0,0,0,True,False,False,True
the mamas & the papas,The Mamas & The Papas,1966.0,1972.0,1967.0,1973.0,1966-1973,7,16,9,1,1,6,4,8,5,10,5,"Monday, Monday",1,"Monday, Monday",1,12,132,If You Can Believe Your Eyes And Ears,1,If You Can Believe Your Eyes And Ears,1,105,386,"sunshine pop, folk rock, folk pop, pop, pop rock, 2008 universal fire victim, psychedelic pop, psychedelic folk, rock","sunshine pop, folk rock, folk pop, pop, pop rock, psychedelic pop, psychedelic folk, rock",1966.0,1966.0,1966.0,1966.0,1967.0,1967.0,1967.0,1967.0,"Dunhill Records, Joker, K-Point Gold, Kpoint, MCA Records, MCA Special Products, RCA Victor, SOFA - AV Catalog PS, Geffen Records, Ariola, BR Music, Divucsa",,,,True,True,True,0,0,0,False,False,True,True
the mars volta,The Mars Volta,2005.0,2005.0,2003.0,2022.0,2003-2022,7,1,8,0,0,0,3,0,5,0,6,The Widow,95,The Widow,95,2,2,The Bedlam In Goliath,3,De-Loused In The Comatorium,39,11,54,"progressive rock, art rock, rock, neo-psychedelia, hard rock, post-hardcore, heavy prog, alternative rock, alternative, experimental","progressive rock, art rock, rock, neo-psychedelia, hard rock, post-hardcore, alternative rock, experimental",2005.0,,,,2003.0,2005.0,2005.0,,"Clouds Hill, Gold Standard Laboratories, Motown",,,,False,False,False,,2,2,False,False,False,True
the miracles,The Miracles,1959.0,1975.0,1967.0,1977.0,1959-1977,18,45,20,2,0,6,1,15,1,35,8,The Tears Of A Clown,1,Bad Girl,93,2,418,"Greatest Hits, Vol. 2",7,Make It Happen,28,23,333,"soul, pop, motown, pop soul, r&b","soul, pop, motown, pop soul, r&b",1959.0,1962.0,1962.0,1975.0,1967.0,1968.0,1968.0,,"Chess, Motown, Tamla, Universal Music Group",,,,False,False,False,3,1,3,False,True,True,False
the monkees,The Monkees,1966.0,1987.0,1967.0,2020.0,1966-2020,11,20,17,3,4,6,5,10,7,12,10,I'm A Believer,1,I'm A Believer,1,15,166,Headquarters,1,Headquarters,1,68,534,"pop, sunshine pop, pop rock, rock, psychedelic pop, country pop, film soundtrack, psychedelia, bubblegum, popular music","pop, sunshine pop, pop rock, rock, psychedelic pop, country pop",1966.0,1966.0,1966.0,1966.0,1967.0,1967.0,1967.0,1967.0,"Colgems, Zounds, Madacy Records, Arista, BMG Direct Marketing, Inc., RCA Victor, Ariola Express",,,,True,True,True,0,0,0,False,False,True,True
the moody blues,The Moody Blues,1965.0,1988.0,1968.0,2000.0,1965-2000,21,21,20,0,2,3,6,6,10,13,14,Nights In White Satin,2,Go Now!,10,14,215,Seventh Sojourn,1,Days Of Future Past,3,106,715,"progressive rock, art rock, progressive pop, pop rock, psychedelic rock, classic rock, symphonic prog, baroque pop, psychedelic rock music, symphonic rock","progressive rock, art rock, progressive pop, pop rock, psychedelic rock, classic rock, symphonic prog, baroque pop, symphonic rock",1965.0,1965.0,1965.0,,1968.0,1968.0,1968.0,1972.0,Decca Records,,,,True,True,True,0,0,0,False,False,True,True
the national,The National,2020.0,2020.0,2007.0,2023.0,2007-2023,7,1,6,0,0,0,4,0,5,0,5,Coney Island,63,Coney Island,63,1,1,Sleep Well Beast,2,Boxer,68,6,60,"indie rock, alternative rock, post-punk revival, chamber pop, electronic, big music, americana, psychedelic rock, psychedelic pop, sunshine pop","indie rock, alternative rock, post-punk revival, chamber pop, electronic, americana, psychedelic rock, psychedelic pop, sunshine pop",2020.0,,,,2007.0,2010.0,2010.0,,"4AD, Beat Records, Beggars Banquet, High Note Records",,alternative rock,alternative rock,False,False,False,,3,3,False,False,False,True
